year,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),rain (mm),weathercode (wmo code),surface_pressure (hPa),cloudcover (%),et0_fao_evapotranspiration (mm),vapor_pressure_deficit (kPa),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),direct_radiation (W/m²),diffuse_radiation (W/m²)
2001,27.655502283105026,85.76963470319635,24.995376712328767,0.23017123287671232,20.405479452054795,1008.947203196347,57.470319634703195,0.15115296803652967,0.5513824200913242,5.3701484018264845,181.85650684931508,14.849337899543379,27.197283105022834,0.36337853881278537,132.40970319634704,72.57294520547946
2002,27.703310502283106,85.83470319634704,25.049326484018266,0.19537671232876713,18.820205479452056,1009.8487557077625,55.21769406392694,0.15784246575342467,0.5519543378995434,5.9370662100456615,171.15445205479452,15.54673515981735,27.165353881278538,0.3577730593607306,148.7052511415525,67.68504566210045
2003,27.60066210045662,86.7189497716895,25.125993150684934,0.25662100456621006,22.103196347031965,1009.7847374429225,61.32534246575342,0.1483595890410959,0.5142077625570777,5.899646118721462,166.34429223744291,15.331769406392693,27.130787671232877,0.3590197488584475,132.37956621004565,71.9269406392694
2004,27.76443533697632,86.23201275045537,25.18941256830601,0.18853597449908924,18.305669398907103,1009.5052254098362,56.63547358834244,0.15671903460837888,0.5379405737704919,5.856785063752277,180.51354735883424,15.457650273224044,27.25997267759563,0.35334369307832425,143.54963570127504,70.5631830601093
2005,27.80389269406393,85.92465753424658,25.17777397260274,0.23921232876712328,20.016552511415526,1009.8114954337899,58.42408675799087,0.15202739726027398,0.5480365296803653,5.205388127853881,182.63755707762556,14.350719178082192,27.24964611872146,0.3618970319634703,137.6285388127854,70.42808219178082
2006,28.05517123287671,85.01301369863013,25.238344748858445,0.20238584474885846,18.132876712328766,1009.4705821917809,54.929566210045664,0.15612328767123287,0.5920445205479452,5.382066210045663,184.84223744292237,14.82851598173516,27.343881278538813,0.3489833333333333,140.0771689497717,70.91244292237442
2007,28.029257990867578,85.24554794520547,25.260639269406393,0.24761415525114155,20.09486301369863,1008.986997716895,58.419292237442924,0.1517351598173516,0.5824840182648402,5.238059360730594,181.59600456621004,14.495536529680365,27.344406392694065,0.3490823059360731,133.73744292237444,71.10662100456621
2008,27.904098360655738,85.26593806921676,25.147836976320583,0.2929986338797814,22.186930783242257,1008.8967099271401,59.287226775956285,0.1502106102003643,0.5751707650273225,4.831215846994536,185.7011612021858,13.817725409836065,27.22818761384335,0.37145856102003644,130.43146630236794,72.36338797814207
2009,28.064200913242008,84.67351598173516,25.171061643835618,0.30276255707762556,19.890867579908676,1008.9389611872147,56.8195205479452,0.15409360730593605,0.6085022831050227,5.940479452054794,174.23664383561643,15.959246575342465,27.337294520547946,0.34534383561643833,134.962899543379,70.73173515981735
2010,28.125776255707763,86.04383561643836,25.526415525114153,0.3019406392694064,21.395319634703196,1009.3805821917808,57.6884703196347,0.1546164383561644,0.5504520547945205,4.664041095890411,186.91301369863012,13.319691780821918,27.729235159817353,0.3583091324200913,141.94817351598172,69.55228310502284
2011,27.980182648401826,85.55114155251141,25.27595890410959,0.34062785388127853,23.350342465753425,1008.6085616438356,63.17625570776256,0.14361529680365295,0.5678710045662101,5.42777397260274,174.57374429223745,14.854520547945206,27.246575342465754,0.3705554794520548,116.16381278538813,76.075
2012,28.0708674863388,85.19193989071039,25.291211293260474,0.27218806921675776,20.563638433515482,1008.9354735883423,57.69990892531876,0.1523554189435337,0.5849271402550091,5.4775956284153,182.78642987249543,15.226992258652094,27.32700364298725,0.36700113843351545,132.3921903460838,72.38046448087432
2013,28.166050228310503,85.55993150684931,25.457534246575342,0.3015867579908676,22.56312785388128,1009.1002625570777,61.42146118721461,0.14808675799086757,0.5746027397260275,5.319303652968037,181.9365296803653,14.489931506849315,27.373173515981737,0.3667510273972603,126.76929223744293,71.89337899543379
2014,27.953904109589043,85.56518264840183,25.248299086757992,0.3157762557077625,23.052397260273974,1009.5597260273971,60.74554794520548,0.14696004566210047,0.5696746575342466,5.848824200913242,173.7351598173516,15.501301369863013,27.22205479452055,0.37059246575342464,124.87705479452055,72.6357305936073
2015,28.258504566210046,83.74691780821918,25.166792237442923,0.18690639269406392,18.123173515981737,1010.3610388127853,54.16141552511416,0.15960730593607306,0.6537328767123287,5.997945205479452,178.80205479452056,15.598436073059359,27.72485159817352,0.3327449771689498,146.06940639269408,67.61084474885845
2016,28.487750455373405,84.12295081967213,25.475648907103825,0.2176457194899818,17.76514116575592,1009.8606898907104,53.21983151183971,0.15951730418943535,0.6454200819672131,5.185371129326048,192.31614298724955,14.287295081967214,27.869683515482695,0.33584016393442623,144.2268897996357,69.79861111111111
2017,28.18958904109589,85.37739726027397,25.446278538812784,0.35396118721461184,24.577397260273973,1009.3066438356163,61.22431506849315,0.14527054794520547,0.5820821917808219,5.261118721461187,177.8365296803653,14.600445205479451,27.56533105022831,0.37058995433789954,119.89543378995434,74.51381278538813
2018,28.284908675799084,83.82043378995434,25.209817351598172,0.2090068493150685,18.27111872146119,1009.2730365296804,53.71461187214612,0.1597511415525114,0.6506244292237443,5.571643835616438,178.45707762557078,15.081152968036529,27.653470319634703,0.3393190639269406,142.8071917808219,70.35753424657534
2019,28.314566210045662,82.47283105022831,24.93090182648402,0.16786529680365297,16.11837899543379,1010.1665525114155,51.14086757990867,0.1644634703196347,0.7114520547945206,5.95912100456621,186.89577625570777,15.395764840182649,27.709098173515983,0.32684429223744293,148.37351598173515,69.76803652968036
2020,28.236122495446267,84.73941256830601,25.363957194899818,0.32320127504553736,21.581397996357012,1009.7886270491804,56.661543715846996,0.1535507741347905,0.6078984517304189,4.958720400728597,187.01286429872496,13.719171220400728,27.749510473588344,0.3615780965391621,136.44569672131146,70.77413479052824
2021,28.306255707762556,84.09828767123288,25.283367579908674,0.34399543378995434,23.993036529680364,1009.2651826484018,59.64406392694064,0.15026826484018263,0.6417751141552511,5.2690753424657535,176.14018264840183,14.531392694063927,27.65433789954338,0.3650663242009133,125.27568493150685,73.17157534246576
2022,28.321226647000984,84.47295968534907,25.387868731563422,0.3617994100294985,29.801130776794494,1009.0665437561456,61.707841691248774,0.1461086529006883,0.6229584562438545,4.916814159292035,165.4439528023599,12.565400688298919,27.54092920353982,0.37234537856440514,118.48021140609636,75.63593903638152
