year,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),rain (mm),weathercode (wmo code),surface_pressure (hPa),cloudcover (%),et0_fao_evapotranspiration (mm),vapor_pressure_deficit (kPa),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),direct_radiation (W/m²),diffuse_radiation (W/m²)
1990,22.871860730593607,86.00251141552512,20.257819634703196,0.26199771689497714,17.601940639269408,923.8442465753424,59.738013698630134,0.14951255707762556,0.4259931506849315,6.730810502283105,127.94303652968037,22.10843607305936,24.394337899543377,0.40159554794520547,146.42431506849314,70.8406392694064
1991,22.763036529680367,86.32888127853882,20.243949771689497,0.20675799086757993,16.49703196347032,924.0190753424657,60.8398401826484,0.14959817351598173,0.40823173515981737,6.655730593607306,129.6519406392694,21.462009132420093,24.196495433789952,0.3958601598173516,143.5953196347032,74.962899543379
1992,22.802493169398907,84.51821493624772,19.876616575591985,0.2239071038251366,16.277891621129324,924.2903119307832,55.638319672131146,0.15244421675774134,0.470757058287796,6.072632058287796,135.3433515482696,20.33554189435337,24.45396174863388,0.3894313524590164,145.36054189435336,74.5957422586521
1993,22.588116438356163,87.3337899543379,20.274052511415526,0.2854908675799087,18.898744292237442,924.100205479452,60.443949771689496,0.14533333333333334,0.3748675799086758,5.741255707762558,140.24691780821917,19.203036529680364,23.938698630136987,0.44179977168949774,137.2950913242009,75.4958904109589
1994,22.520913242009133,88.03047945205479,20.341963470319634,0.2772374429223744,18.923744292237444,923.8757420091324,63.06586757990868,0.14304794520547945,0.35249657534246576,6.244760273972602,137.4482876712329,21.140570776255707,23.85678082191781,0.44120171232876715,137.20673515981736,73.52671232876712
1995,22.754554794520548,87.65502283105023,20.501164383561644,0.341541095890411,20.937785388127853,923.7262785388128,64.14315068493151,0.14325342465753427,0.3684623287671233,5.569166666666667,137.0478310502283,18.882214611872147,24.151244292237443,0.4355808219178082,134.50536529680366,73.73002283105023
1996,22.53534836065574,88.56352459016394,20.466564207650272,0.4075250455373406,27.685223132969035,923.1221083788706,67.85735428051002,0.13642190346083788,0.335853825136612,6.092133424408015,139.77720856102005,19.398702185792352,23.833435792349725,0.45714116575591984,122.44307832422587,77.16222677595628
1997,22.538253424657533,87.11723744292237,20.18052511415525,0.25724885844748857,18.356392694063928,924.687294520548,60.36392694063927,0.1477283105022831,0.3802716894977169,6.343162100456621,135.72899543378995,20.85033105022831,23.861632420091322,0.43274577625570776,145.76712328767124,71.08550228310503
1998,23.448789954337897,83.76723744292238,20.32787671232877,0.3334931506849315,18.089155251141552,924.4276141552511,54.31472602739726,0.15743264840182647,0.516404109589041,4.940308219178082,150.69189497716894,17.34890410958904,25.19859589041096,0.4023146118721461,152.20456621004567,69.76575342465753
1999,22.457043378995436,88.97191780821917,20.467568493150683,0.47651826484018267,24.1439497716895,922.977694063927,67.77260273972603,0.13235616438356165,0.3229178082191781,5.423915525114155,155.54463470319635,18.917876712328766,23.791666666666668,0.46910376712328766,114.93584474885844,77.64235159817352
2000,22.619000455373406,88.38035063752277,20.5126252276867,0.44372723132969033,22.510132058287795,922.8503870673952,64.0790072859745,0.1358481329690346,0.3436577868852459,5.238410746812386,159.58811475409837,18.492452185792352,23.888979963570126,0.4589872495446266,119.94535519125684,77.21459471766849
2001,22.64538812785388,88.30205479452054,20.524452054794523,0.32523972602739726,21.162100456621005,923.1623401826483,64.19931506849315,0.13775342465753426,0.34628538812785387,5.974497716894977,150.9076484018265,20.254828767123286,23.946666666666665,0.4586631278538813,124.92385844748858,76.04783105022831
2002,22.664269406392695,87.32420091324201,20.34942922374429,0.2629337899543379,18.65719178082192,923.9530821917808,60.63824200913242,0.14490753424657535,0.37597260273972605,6.563664383561644,131.0255707762557,21.466769406392693,23.929349315068492,0.43181575342465756,142.41552511415526,70.16130136986301
