year,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),rain (mm),weathercode (wmo code),surface_pressure (hPa),cloudcover (%),et0_fao_evapotranspiration (mm),vapor_pressure_deficit (kPa),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),direct_radiation (W/m²),diffuse_radiation (W/m²)
1990,20.014737442922375,85.54874429223744,17.304440639269405,0.28537671232876716,19.175913242009134,876.3323744292237,68.5933789954338,0.1447203196347032,0.38376484018264845,4.6554452054794515,171.274200913242,21.906130136986302,21.493527397260273,0.4100509132420091,143.17317351598174,70.90707762557078
1991,19.774006849315068,86.64600456621005,17.31747716894977,0.2533904109589041,18.178881278538814,876.424497716895,69.88481735159817,0.14342351598173517,0.34590867579908674,4.423196347031963,158.20536529680365,20.962374429223743,21.274360730593607,0.44134406392694064,138.91860730593606,75.23036529680365
1992,19.859369307832424,84.34164389799636,16.883071493624772,0.28098816029143897,17.860200364298723,876.7068533697632,65.0059198542805,0.1467178961748634,0.41416894353369765,4.442406648451731,155.5303961748634,21.000307377049182,21.489776867030965,0.39685530510018213,141.65869763205828,74.71482240437159
1993,19.608504566210044,88.12705479452055,17.445171232876714,0.3245776255707763,20.22796803652968,876.4699543378995,72.62237442922374,0.13927853881278537,0.3056826484018265,3.8884589041095894,161.18036529680364,19.01695205479452,21.060673515981737,0.45055776255707763,134.09132420091325,73.73481735159817
1994,19.633561643835616,87.63550228310503,17.380262557077625,0.2826598173515982,19.79566210045662,876.2649315068493,71.73105022831051,0.13977397260273974,0.31745205479452054,4.492317351598174,169.57305936073058,21.748858447488583,21.079680365296802,0.4430033105022831,137.37739726027397,72.58961187214612
1995,19.81591324200913,88.125,17.642990867579908,0.4005593607305936,21.410159817351598,876.1925228310503,74.96700913242009,0.13883219178082193,0.3093824200913242,4.034372146118721,150.85365296803653,19.88738584474886,21.268150684931506,0.4533557077625571,133.4482876712329,72.499200913242
1996,19.63584927140255,89.39332877959927,17.73237704918033,0.38345856102003645,26.114526411657558,875.5666894353369,77.77208561020036,0.13341643897996358,0.2716313752276867,4.230077413479052,194.9596994535519,19.598451730418944,21.048804644808744,0.46562670765027325,126.06238615664846,73.79633424408014
1997,19.558116438356166,88.45456621004566,17.469303652968037,0.33113013698630134,20.565068493150687,877.0080136986302,74.32180365296804,0.14103538812785388,0.29625456621004564,3.9824543378995436,168.32705479452054,19.479269406392692,21.003139269406393,0.45024817351598173,141.68196347031963,69.85068493150685
1998,20.628367579908677,82.82602739726028,17.249954337899545,0.3203424657534246,18.057534246575344,877.130205479452,64.25981735159817,0.15213242009132422,0.4809178082191781,4.45027397260274,127.08858447488585,21.52488584474886,22.33898401826484,0.40449543378995434,149.02351598173516,69.36529680365297
1999,19.513036529680367,90.01004566210045,17.727659817351597,0.4722716894977169,24.53070776255708,875.4085159817351,80.14372146118721,0.1293310502283105,0.2542123287671233,4.07412100456621,165.79714611872146,20.703504566210047,20.939566210045662,0.4661626712328767,119.29748858447489,74.01289954337899
2000,19.55051229508197,89.50398451730419,17.671516393442623,0.40191256830601096,23.37295081967213,875.2823201275046,76.29701730418944,0.13153005464480874,0.2676639344262295,4.1816939890710385,167.71766848816029,21.12997495446266,20.910621584699452,0.46508595173041894,121.98941256830601,74.66996812386157
2001,19.61414383561644,89.28915525114155,17.69470319634703,0.3561187214611872,22.119292237442924,875.585308219178,75.80639269406393,0.1326689497716895,0.273554794520548,4.296963470319635,174.6763698630137,21.056472602739728,20.982705479452054,0.4688592465753425,124.3783105022831,74.33755707762558
2002,19.729109589041094,87.81803652968037,17.50986301369863,0.2920433789954338,19.435045662100457,876.3599885844749,71.7898401826484,0.13910273972602738,0.3145833333333333,4.407819634703197,170.1222602739726,21.068207762557076,21.096792237442923,0.44725182648401823,137.85821917808218,70.34326484018266
