,Wind_Direction,Wind_Speed_(km/h),vapor_pressure_deficit (kPa),weathercode (wmo code),windgusts_10m (km/h),Yield (mt/ha)
0,0.4615384615384615,0.1369294605809128,0.696969696969697,0.0,0.1611111111111111,0.3693090798373428
1,0.6153846153846154,0.0954356846473029,0.7121212121212122,0.0,0.2777777777777777,0.3700678117080255
2,0.6153846153846154,0.0954356846473029,0.9545454545454548,0.0,0.0777777777777777,0.3585250079068289
3,0.6153846153846154,0.1161825726141079,0.6212121212121213,0.0,0.1,0.3715811205148265
4,0.4615384615384615,0.1161825726141079,0.6212121212121213,0.0,0.1166666666666666,0.3730470149473462
5,0.6153846153846154,0.0954356846473029,0.606060606060606,0.0,0.1611111111111111,0.3762964638255588
6,0.4615384615384615,0.1161825726141079,0.4393939393939394,1.0,0.1388888888888889,0.3827796332298483
7,0.4615384615384615,0.0954356846473029,0.590909090909091,0.0,0.1,0.3917507893983243
8,0.6153846153846154,0.1908713692946058,0.9393939393939396,0.0,0.1166666666666666,0.4015207619363872
9,0.6153846153846154,0.1161825726141079,0.3636363636363637,0.0,0.261111111111111,0.3725012337608601
10,0.6153846153846154,0.0954356846473029,0.4242424242424242,0.0,0.1611111111111111,0.4068723382307331
11,0.4615384615384615,0.0954356846473029,0.4696969696969697,0.0,0.261111111111111,0.4105786672977627
12,0.4615384615384615,0.0954356846473029,0.5454545454545455,0.0,0.1611111111111111,0.4163164991855189
13,0.4615384615384615,0.1161825726141079,0.5303030303030304,0.0,0.1,0.3992391396877581
14,0.4615384615384615,0.1161825726141079,0.606060606060606,0.0,0.0777777777777777,0.4085722248387524
15,0.4615384615384615,0.0954356846473029,0.6363636363636365,0.0,0.1388888888888889,0.3790956545248822
16,0.6153846153846154,0.0954356846473029,0.590909090909091,0.0,0.1166666666666666,0.4013160653682036
17,0.6153846153846154,0.1161825726141079,0.590909090909091,0.0,0.2166666666666666,0.4473040555915722
18,0.6153846153846154,0.0954356846473029,0.5000000000000001,0.0,0.2777777777777777,0.5148412465593661
19,0.4615384615384615,0.1161825726141079,0.5606060606060608,0.0,0.1999999999999999,0.2254793162464058
20,0.6153846153846154,0.1161825726141079,0.6363636363636365,0.0,0.2388888888888888,0.1845052010503492
21,0.6153846153846154,0.1161825726141079,0.3181818181818182,0.0,0.0777777777777777,0.098862220982326
22,0.6153846153846154,0.0829875518672199,0.5454545454545455,0.0,0.0777777777777777,0.0608026606331892
23,0.6153846153846154,0.1369294605809128,0.4545454545454546,0.0,0.2777777777777777,0.0468403090083376
24,0.4615384615384615,0.1369294605809128,0.4090909090909093,0.0,0.1166666666666666,0.0523427134097322
25,0.4615384615384615,0.0954356846473029,0.5454545454545455,0.0,0.0777777777777777,0.0606908932252739
26,0.6153846153846154,0.1161825726141079,0.7878787878787881,0.0,0.2388888888888888,0.0651081667738127
27,0.6153846153846154,0.0954356846473029,0.393939393939394,0.0,0.1166666666666666,0.0611662724969516
28,0.4615384615384615,0.1369294605809128,0.606060606060606,0.0,0.0777777777777777,0.0581875926068168
29,0.6153846153846154,0.1161825726141079,0.7878787878787881,0.0,0.1388888888888889,0.0663303965290109
30,0.6153846153846154,0.1161825726141079,0.7272727272727275,0.0,0.0777777777777777,0.0947329822989078
31,0.6153846153846154,0.0207468879668049,0.4696969696969697,0.0,0.1388888888888889,0.0704186400793041
32,0.4615384615384615,0.1161825726141079,0.7424242424242427,0.0,0.2166666666666666,0.3426417434164636
33,0.4615384615384615,0.3278008298755187,0.7575757575757578,0.0,0.2166666666666666,0.2861083566997877
34,0.4615384615384615,0.2116182572614108,1.0,0.0,0.2777777777777777,0.2658972911279872
35,0.4615384615384615,0.2323651452282158,0.6666666666666667,0.0,0.4388888888888888,0.3472340495570707
36,0.4615384615384615,0.3485477178423237,0.6818181818181819,0.0,0.2777777777777777,0.2926596428048751
37,0.6153846153846154,0.1908713692946058,0.6363636363636365,0.0,0.3166666666666666,0.2862180841410283
38,0.6153846153846154,0.2116182572614108,0.4696969696969697,1.0,0.2166666666666666,0.2488910015868302
39,0.4615384615384615,0.2116182572614108,0.6363636363636365,0.0,0.2388888888888888,0.2870643845762909
40,0.6153846153846154,0.1908713692946058,0.9545454545454548,0.0,0.2777777777777777,0.1496285299834973
41,0.6153846153846154,0.1908713692946058,0.4090909090909093,0.0,0.3166666666666666,0.1482612511971691
42,0.4615384615384615,0.3278008298755187,0.4696969696969697,0.0,0.3388888888888888,0.0807432213804832
43,0.4615384615384615,0.1908713692946058,0.5151515151515152,0.0,0.261111111111111,0.0786993981168095
44,0.4615384615384615,0.1908713692946058,0.606060606060606,0.0,0.261111111111111,0.0779813517503423
45,0.4615384615384615,0.2531120331950208,0.5757575757575759,0.0,0.1999999999999999,0.0686042890064043
46,0.4615384615384615,0.2116182572614108,0.6515151515151516,0.0,0.1611111111111111,0.0661143050859712
47,0.4615384615384615,0.2946058091286307,0.6666666666666667,0.0,0.261111111111111,0.0743419121518408
48,0.4615384615384615,0.1908713692946058,0.6212121212121213,0.0,0.2388888888888888,0.0711803564009881
49,0.4615384615384615,0.1908713692946058,0.6212121212121213,0.0,0.2166666666666666,0.0736202736917854
50,0.6153846153846154,0.1908713692946058,0.5303030303030304,0.0,0.3611111111111111,0.0762911499231048
51,0.4615384615384615,0.2116182572614108,0.6212121212121213,0.0,0.3,0.0726988100920184
52,0.6153846153846154,0.1908713692946058,0.6515151515151516,0.0,0.2777777777777777,0.062507476082115
53,0.4615384615384615,0.2116182572614108,0.3636363636363637,0.0,0.2777777777777777,0.047060850080981
54,0.4615384615384615,0.2116182572614108,0.590909090909091,0.0,0.2166666666666666,0.044995769946409
55,0.4615384615384615,0.1908713692946058,0.5000000000000001,0.0,0.2388888888888888,0.0074310785652033
56,0.4615384615384615,0.3153526970954357,0.4393939393939394,0.0,0.261111111111111,0.0014936860331707
57,0.4615384615384615,0.1908713692946058,0.606060606060606,0.0,0.261111111111111,0.0019557837843854
58,0.4615384615384615,0.1908713692946058,0.803030303030303,0.0,0.3,0.0
59,0.4615384615384615,0.1161825726141079,0.4393939393939394,0.0,0.2388888888888888,0.014028988213177
60,0.4615384615384615,0.4439834024896266,0.6666666666666667,0.0,0.1999999999999999,0.0134758817974068
61,0.4615384615384615,0.1908713692946058,0.8333333333333335,0.0,0.3166666666666666,0.0149139292080237
62,0.6153846153846154,0.1908713692946058,0.7424242424242427,0.0,0.3,0.0158089704771088
63,0.4615384615384615,0.2116182572614108,0.5303030303030304,0.0,0.1999999999999999,0.0156559553877295
64,0.8461538461538463,0.1908713692946058,0.5000000000000001,0.0,0.4166666666666666,0.1361858017098849
65,0.7692307692307693,0.2863070539419087,0.6212121212121213,0.0,0.4611111111111111,0.1461236286263879
66,0.8461538461538463,0.1618257261410788,0.606060606060606,0.0,0.4166666666666666,0.1390286251956813
67,0.4615384615384615,0.1369294605809128,0.5303030303030304,0.0,0.4388888888888888,0.1326504694394575
68,0.7692307692307693,0.2531120331950208,0.5000000000000001,0.0,0.3999999999999999,0.1316356794384738
69,0.6153846153846154,0.2531120331950208,0.4696969696969697,0.0,0.4388888888888888,0.1278548612222834
70,0.5384615384615385,0.1618257261410788,0.3333333333333333,1.0,0.3999999999999999,0.1193580041088712
71,0.6153846153846154,0.1161825726141079,0.5000000000000001,0.0,0.4611111111111111,0.1650961238021745
72,0.6153846153846154,0.1784232365145228,0.606060606060606,0.0,0.5166666666666666,0.1585966340007602
73,0.1538461538461538,0.1991701244813278,0.2878787878787878,1.0,0.4388888888888888,0.1457356778727737
74,0.4615384615384615,0.1908713692946058,0.3181818181818182,1.0,0.3166666666666666,0.2083256005338405
75,0.0,0.1908713692946058,0.3030303030303031,0.0,0.3999999999999999,0.2023493125708385
76,0.3076923076923077,0.0954356846473029,0.5606060606060608,0.0,0.3166666666666666,0.1983993686060549
77,0.3076923076923077,0.1908713692946058,0.5454545454545455,0.0,0.3,0.2399856563295873
78,0.9230769230769232,0.3817427385892117,0.4545454545454546,0.0,0.3999999999999999,0.1969632327308286
79,0.9230769230769232,0.1825726141078838,0.5000000000000001,0.0,0.3166666666666666,0.1919915548472639
80,0.8461538461538463,0.1618257261410788,0.3333333333333333,0.0,0.4166666666666666,0.1950042434741623
81,0.9230769230769232,0.1742738589211618,0.3636363636363637,0.0,0.3,0.1967040892629362
82,0.1538461538461538,0.2406639004149378,0.2878787878787878,1.0,0.3777777777777778,0.1912997439721688
83,1.0,0.3360995850622407,0.3333333333333333,0.0,0.3388888888888888,0.1895588005043608
84,0.1538461538461538,0.1825726141078838,0.5151515151515152,0.0,0.261111111111111,0.1843930500079006
85,0.8461538461538463,0.1327800829875519,0.2727272727272727,0.0,0.3611111111111111,0.1809111630722847
86,0.7692307692307693,0.1908713692946058,0.3030303030303031,0.0,0.3999999999999999,0.1752214175829707
87,0.8461538461538463,0.1618257261410788,0.3181818181818182,0.0,0.3999999999999999,0.1700408261381307
88,0.8461538461538463,0.1618257261410788,0.4090909090909093,0.0,0.3611111111111111,0.166241573884381
89,0.8461538461538463,0.1327800829875519,0.5454545454545455,0.0,0.3999999999999999,0.1661274137385895
90,0.8461538461538463,0.1327800829875519,0.5454545454545455,0.0,0.3999999999999999,0.1609902035274751
91,0.9230769230769232,0.2489626556016598,0.3181818181818182,0.0,0.3388888888888888,0.161458260224779
92,0.4615384615384615,0.1161825726141079,0.393939393939394,0.0,0.3166666666666666,0.1747134044861828
93,0.7692307692307693,0.1908713692946058,0.6666666666666667,0.0,0.3,0.1694380602895866
94,0.8461538461538463,0.1327800829875519,0.5606060606060608,0.0,0.3999999999999999,0.1733252159584735
95,0.4615384615384615,0.1576763485477178,0.3636363636363637,0.0,0.3,0.1564009621489048
96,0.0769230769230769,0.1410788381742738,0.3459595959595961,0.0,0.2777777777777777,0.1438892830285701
97,0.0769230769230769,0.2282157676348548,0.2777777777777777,0.0,0.3,0.1435920840769434
98,0.0769230769230769,0.2157676348547718,0.4444444444444445,0.0,0.1999999999999999,0.135790258908505
99,0.0769230769230769,0.1078838174273859,0.2323232323232322,0.0,0.1777777777777777,0.1328074967619743
100,0.0769230769230769,0.4481327800829876,0.2247474747474747,0.0,0.2166666666666666,0.1325574569813797
101,0.0769230769230769,0.5020746887966806,0.2323232323232322,0.0,0.061111111111111,0.131913696663438
102,0.3076923076923077,0.1161825726141079,0.1212121212121212,1.0,0.2388888888888888,0.1312539962642671
103,0.3076923076923077,0.1369294605809128,0.1944444444444444,0.0,0.1388888888888889,0.1259201813195921
104,0.0769230769230769,0.1825726141078838,0.4722222222222223,0.0,0.0777777777777777,0.1259831435121112
105,0.3846153846153846,0.1410788381742738,0.0732323232323232,0.02,0.0777777777777777,0.12630582528805
106,0.3846153846153846,0.1410788381742738,0.0909090909090909,0.0,0.1166666666666666,0.126426211530276
107,0.0769230769230769,0.1825726141078838,0.1186868686868686,0.0,0.1777777777777777,0.1387301233468421
108,0.0769230769230769,0.2157676348547718,0.2323232323232322,0.0,0.3388888888888888,0.145097166976153
109,0.3076923076923077,0.1576763485477178,0.202020202020202,0.02,0.1388888888888889,0.1413717590602336
110,0.0769230769230769,0.1618257261410788,0.2196969696969697,0.0,0.2388888888888888,0.1411050036327485
111,0.0769230769230769,0.1078838174273859,0.2702020202020202,0.02,0.1777777777777777,0.1414418792226901
112,0.0769230769230769,0.3360995850622407,0.1717171717171717,0.0,0.1999999999999999,0.1500303234392317
113,0.3076923076923077,0.1908713692946058,0.1792929292929294,0.0,0.3166666666666666,0.1505320885365753
114,0.3076923076923077,0.1369294605809128,0.1136363636363636,0.0,0.2166666666666666,0.147991504681407
115,0.3076923076923077,0.1161825726141079,0.1313131313131313,0.0,0.1388888888888889,0.1416400447116225
116,0.0769230769230769,0.1078838174273859,0.2550505050505051,0.0,0.1611111111111111,0.1631626724592083
117,0.3076923076923077,0.1161825726141079,0.0555555555555554,0.02,0.1,0.1607658785439769
118,0.3076923076923077,0.0954356846473029,0.1035353535353534,0.0,0.3388888888888888,0.1380885201434906
119,0.3076923076923077,0.1576763485477178,0.1085858585858584,0.02,0.1777777777777777,0.1432508454738455
120,0.3076923076923077,0.1576763485477178,0.1212121212121212,0.0,0.1166666666666666,0.1475650746540074
