,Wind_Direction,Wind_Speed_(km/h),temperature_2m (°C),relativehumidity_2m (%),Yield (mt/ha)
0,0.4615384615384615,0.1369294605809128,0.7130559540889525,0.2559748427672952,0.3693090798373428
1,0.6153846153846154,0.0954356846473029,0.7027259684361549,0.232704402515723,0.3700678117080255
2,0.6153846153846154,0.0954356846473029,0.7406025824964133,0.0,0.3585250079068289
3,0.6153846153846154,0.1161825726141079,0.6866571018651366,0.3339622641509425,0.3715811205148265
4,0.4615384615384615,0.1161825726141079,0.6912482065997132,0.3245283018867928,0.3730470149473462
5,0.6153846153846154,0.0954356846473029,0.6935437589670017,0.3465408805031442,0.3762964638255588
6,0.4615384615384615,0.1161825726141079,0.6545193687230992,0.5333333333333332,0.3827796332298483
7,0.4615384615384615,0.0954356846473029,0.671736011477762,0.3666666666666671,0.3917507893983243
8,0.6153846153846154,0.1908713692946058,0.7807747489239598,0.0471698113207548,0.4015207619363872
9,0.6153846153846154,0.1161825726141079,0.6384505021520805,0.596226415094339,0.3725012337608601
10,0.6153846153846154,0.0954356846473029,0.6545193687230992,0.540251572327044,0.4068723382307331
11,0.4615384615384615,0.0954356846473029,0.67403156384505,0.4905660377358494,0.4105786672977627
12,0.4615384615384615,0.0954356846473029,0.677474892395983,0.408176100628931,0.4163164991855189
13,0.4615384615384615,0.1161825726141079,0.6820659971305596,0.4295597484276729,0.3992391396877581
14,0.4615384615384615,0.1161825726141079,0.7096126255380204,0.3553459119496853,0.4085722248387524
15,0.4615384615384615,0.0954356846473029,0.7061692969870874,0.3169811320754716,0.3790956545248822
16,0.6153846153846154,0.0954356846473029,0.7015781922525108,0.3660377358490567,0.4013160653682036
17,0.6153846153846154,0.1161825726141079,0.7015781922525108,0.3723270440251562,0.4473040555915722
18,0.6153846153846154,0.0954356846473029,0.6682926829268294,0.4584905660377352,0.5148412465593661
19,0.4615384615384615,0.1161825726141079,0.7050215208034434,0.4094339622641509,0.2254793162464058
20,0.6153846153846154,0.1161825726141079,0.7222381635581065,0.3377358490566031,0.1845052010503492
21,0.6153846153846154,0.1161825726141079,0.6510760401721667,0.6547169811320757,0.098862220982326
22,0.6153846153846154,0.0829875518672199,0.6935437589670017,0.4075471698113206,0.0608026606331892
23,0.6153846153846154,0.1369294605809128,0.6809182209469156,0.5150943396226415,0.0468403090083376
24,0.4615384615384615,0.1369294605809128,0.6614060258249643,0.570440251572327,0.0523427134097322
25,0.4615384615384615,0.0954356846473029,0.6912482065997132,0.4182389937106912,0.0606908932252739
26,0.6153846153846154,0.1161825726141079,0.7784791965566713,0.2025157232704399,0.0651081667738127
27,0.6153846153846154,0.0954356846473029,0.6878048780487807,0.5937106918238992,0.0611662724969516
28,0.4615384615384615,0.1369294605809128,0.7291248206599712,0.3660377358490567,0.0581875926068168
29,0.6153846153846154,0.1161825726141079,0.7509325681492109,0.1754716981132071,0.0663303965290109
30,0.6153846153846154,0.1161825726141079,0.7635581061692971,0.252830188679245,0.0947329822989078
31,0.6153846153846154,0.0207468879668049,0.7050215208034434,0.5075471698113203,0.0704186400793041
32,0.4615384615384615,0.1161825726141079,0.8714490674318509,0.30314465408805,0.3426417434164636
33,0.4615384615384615,0.3278008298755187,0.8634146341463418,0.2767295597484276,0.2861083566997877
34,0.4615384615384615,0.2116182572614108,0.9024390243902444,0.0672955974842759,0.2658972911279872
35,0.4615384615384615,0.2323651452282158,0.8427546628407465,0.3779874213836471,0.3472340495570707
36,0.4615384615384615,0.3485477178423237,0.8507890961262556,0.363522012578616,0.2926596428048751
37,0.6153846153846154,0.1908713692946058,0.841606886657102,0.413836477987421,0.2862180841410283
38,0.6153846153846154,0.2116182572614108,0.8025824964131996,0.5754716981132075,0.2488910015868302
39,0.4615384615384615,0.2116182572614108,0.8301291248206604,0.3962264150943397,0.2870643845762909
40,0.6153846153846154,0.1908713692946058,0.9334289813486372,0.1396226415094341,0.1496285299834973
41,0.6153846153846154,0.1908713692946058,0.7865136298421809,0.6295597484276731,0.1482612511971691
42,0.4615384615384615,0.3278008298755187,0.8071736011477761,0.5716981132075469,0.0807432213804832
43,0.4615384615384615,0.1908713692946058,0.8301291248206604,0.5207547169811315,0.0786993981168095
44,0.4615384615384615,0.1908713692946058,0.835868005738881,0.435220125786163,0.0779813517503423
45,0.4615384615384615,0.2531120331950208,0.835868005738881,0.4647798742138365,0.0686042890064043
46,0.4615384615384615,0.2116182572614108,0.8634146341463418,0.39811320754717,0.0661143050859712
47,0.4615384615384615,0.2946058091286307,0.8565279770444763,0.3811320754716973,0.0743419121518408
48,0.4615384615384615,0.1908713692946058,0.8542324246771882,0.4188679245283015,0.0711803564009881
49,0.4615384615384615,0.1908713692946058,0.8542324246771882,0.4232704402515717,0.0736202736917854
50,0.6153846153846154,0.1908713692946058,0.8186513629842183,0.5050314465408796,0.0762911499231048
51,0.4615384615384615,0.2116182572614108,0.8599713055954088,0.4421383647798738,0.0726988100920184
52,0.6153846153846154,0.1908713692946058,0.8748923959827835,0.39811320754717,0.062507476082115
53,0.4615384615384615,0.2116182572614108,0.8025824964131996,0.6710691823899371,0.047060850080981
54,0.4615384615384615,0.2116182572614108,0.8496413199426112,0.4446540880503145,0.044995769946409
55,0.4615384615384615,0.1908713692946058,0.834720229555237,0.5522012578616344,0.0074310785652033
56,0.4615384615384615,0.3153526970954357,0.8140602582496417,0.5999999999999996,0.0014936860331707
57,0.4615384615384615,0.1908713692946058,0.8519368723098997,0.4459119496855344,0.0019557837843854
58,0.4615384615384615,0.1908713692946058,0.927690100430416,0.2861635220125782,0.0
59,0.4615384615384615,0.1161825726141079,0.8427546628407465,0.6163522012578619,0.014028988213177
60,0.4615384615384615,0.4439834024896266,0.8898134863701581,0.4031446540880505,0.0134758817974068
61,0.4615384615384615,0.1908713692946058,0.91506456241033,0.2238993710691819,0.0149139292080237
62,0.6153846153846154,0.1908713692946058,0.91506456241033,0.3345911949685529,0.0158089704771088
63,0.4615384615384615,0.2116182572614108,0.8703012912482069,0.5289308176100631,0.0156559553877295
64,0.8461538461538463,0.1908713692946058,0.9483500717360114,0.584905660377359,0.1361858017098849
65,0.7692307692307693,0.2863070539419087,0.9575322812051654,0.454088050314466,0.1461236286263879
66,0.8461538461538463,0.1618257261410788,0.9460545193687232,0.4805031446540884,0.1390286251956813
67,0.4615384615384615,0.1369294605809128,0.9334289813486372,0.5364779874213834,0.1326504694394575
68,0.7692307692307693,0.2531120331950208,0.9311334289813488,0.5773584905660378,0.1316356794384738
69,0.6153846153846154,0.2531120331950208,0.9322812051649928,0.6069182389937104,0.1278548612222834
70,0.5384615384615385,0.1618257261410788,0.8978479196556677,0.7364779874213836,0.1193580041088712
71,0.6153846153846154,0.1161825726141079,0.9288378766140606,0.5654088050314465,0.1650961238021745
72,0.6153846153846154,0.1784232365145228,0.9896700143472024,0.5018867924528294,0.1585966340007602
73,0.1538461538461538,0.1991701244813278,0.8875179340028696,0.7792452830188683,0.1457356778727737
74,0.4615384615384615,0.1908713692946058,0.9035868005738884,0.762893081761006,0.2083256005338405
75,0.0,0.1908713692946058,0.9081779053084652,0.7672955974842761,0.2023493125708385
