,rain (mm),surface_pressure (hPa),dewpoint_2m (°C),windgusts_10m (km/h),diffuse_radiation (W/m²),Yield (mt/ha)
132,0.2467736919847624,0.9384034010392064,0.8486238532110089,0.6388888888888888,0.2789034564958279,0.327587165027346
133,0.4032301951333282,0.9365139348134156,0.8612385321100917,0.3,0.2473182359952317,0.455543753782515
134,0.5153346808676048,0.930845536136042,0.8589449541284404,0.261111111111111,0.3992848629320611,1.0
135,0.2324885330016326,0.947094945677847,0.8314220183486234,0.3611111111111111,0.0703218116805719,0.6675935124332677
136,0.3037005364222964,0.9416154936230524,0.8772935779816513,0.2777777777777777,0.0,0.6655910314322362
137,0.6217834097799891,0.929617383089278,0.8566513761467891,0.3388888888888888,0.5089392133492248,0.5698049228918498
138,0.4986395086682733,0.9278223901747752,0.8646788990825689,0.3388888888888888,0.4624553039332535,0.4053350579072882
139,0.3762730311746871,0.930845536136042,0.8704128440366969,0.3611111111111111,0.4308700834326573,0.4812356718579086
140,0.2367254917204384,0.9391591875295244,0.8486238532110089,0.6777777777777776,0.1936829558998809,0.2710276204754231
141,0.3545246054575137,0.938497874350496,0.8589449541284404,0.261111111111111,0.4183551847437425,0.2657638921749626
142,0.2779678146622094,0.9361360415682576,0.8704128440366969,0.3,0.3075089392133487,0.2637412584138391
143,0.3929098966026587,0.9387812942843644,0.8566513761467891,0.3777777777777778,0.3235995232419539,0.225155546620986
144,0.2904648993236414,0.9357581483230994,0.8704128440366969,0.3166666666666666,0.3390941597139449,0.2062039402791622
145,0.428204928865739,0.9312234293812,0.8692660550458715,0.3611111111111111,0.3724672228843864,0.2034933406167345
146,0.5223509290212237,0.9303731695795944,0.863532110091743,0.2777777777777777,0.4445768772348031,0.1925070435076296
147,0.4454637331882143,0.930845536136042,0.8727064220183482,0.4999999999999999,0.3605482717520858,0.1700923951151125
148,0.4994752390577626,0.9347189418989146,0.892201834862385,0.261111111111111,0.1644815256257445,0.1546391627016486
149,0.515354116458058,0.9277279168634872,0.8784403669724767,0.3166666666666666,0.6728247914183547,0.1346813851931517
150,0.3188991681567286,0.9307510628247524,0.8681192660550456,0.3166666666666666,0.3963051251489866,0.1176957309420272
151,0.5158205706289357,0.9322626358053848,0.8784403669724767,0.3611111111111111,0.421334922526817,0.1133831049958014
152,0.5656534245510378,0.9364194615021262,0.8623853211009171,0.3,0.443980929678188,0.1038964940170656
153,0.3168195599782321,0.9440717997165802,0.8589449541284404,0.7777777777777777,0.1483909415971394,0.100932790475734
154,0.3424162326051465,0.939253660840814,0.9082568807339446,0.3777777777777778,0.2318235995232425,0.0726639458104221
155,0.564837129752002,0.9343410486537564,0.90940366972477,0.2777777777777777,0.5983313468414777,0.0707174741237901
156,0.278745238280339,0.9339631554085964,0.8887614678899078,0.3999999999999999,0.3355184743742545,0.0688046776508196
157,0.2359675036927621,0.9423712801133686,0.8566513761467891,0.3999999999999999,0.2681764004767584,0.0669221753632883
158,0.5047228484801368,0.9385923476617856,0.8979357798165135,0.3777777777777778,0.3140643623361145,0.0599521365675592
159,0.6382453548938817,0.933868682097307,0.8944954128440363,0.3166666666666666,0.4362336114421929,0.0625660414113719
160,0.2690808909274663,0.5590694378837977,0.6158256880733943,0.2777777777777777,0.3942193087008339,0.1616473386196028
161,0.2322650237114203,0.5611714690599907,0.6095183486238529,0.2777777777777777,0.656436233611442,0.1598939758134402
162,0.2123338257016248,0.5638403401039209,0.5685206422018343,0.2388888888888888,0.7091775923718706,0.1684305125519413
163,0.3402783176552904,0.5621634388285308,0.633314220183486,0.2388888888888888,0.6320023837902258,0.1773387908212991
164,0.2811115214180206,0.5602267359470954,0.6206995412844036,0.1999999999999999,0.5305423122765194,0.176299785383791
165,0.3993430770426805,0.5584789796882372,0.6399082568807337,0.1611111111111111,0.6196364719904648,0.1674126358859111
166,0.4680333126020368,0.5525980160604629,0.6553899082568804,0.061111111111111,0.6851907032181157,0.1402140286905977
167,0.3281067791339501,0.5679735474728389,0.633314220183486,0.2388888888888888,0.4140345649582833,0.1678584912279901
168,0.313301718106196,0.5650212564950401,0.6152522935779814,0.1777777777777777,0.3520560190703219,0.1624583128188832
169,0.5675046645417088,0.5519839395370809,0.6614105504587156,0.1611111111111111,0.8003575685339688,0.2774468211443395
170,0.4832708155173755,0.5504723665564484,0.6637041284403669,0.261111111111111,0.8921334922526811,0.136968522685992
171,0.3699613231749981,0.5533065658951362,0.6642775229357794,0.1388888888888889,0.7769666269368289,0.1149392534346339
172,0.2629246676514033,0.5606046291922535,0.6318807339449539,0.261111111111111,0.3849821215733011,0.1121883207073284
173,0.3972391743761176,0.5595181861124239,0.6582568807339446,0.1166666666666666,0.6533075089392129,0.1391970855573894
174,0.2825983440876933,0.557794048181389,0.6551032110091741,0.0777777777777777,0.5096841477949936,0.1560800140293688
175,0.3580035761486434,0.5602267359470954,0.6450688073394493,0.0777777777777777,0.648092967818831,0.3082859172914365
176,0.3414541708777112,0.5582191780821919,0.6576834862385317,0.1166666666666666,0.5575089392133488,0.290855087023397
177,0.4270242167457048,0.5536136041568263,0.6642775229357794,0.2166666666666666,0.6437723480333726,0.2425359943250682
178,0.4874057373863019,0.5531176192725553,0.6614105504587156,0.0777777777777777,0.7255661501787842,0.2284942144223719
179,0.4335157039570863,0.5532357109116681,0.6771788990825685,0.1611111111111111,0.6585220500595947,0.2860601418700615
180,0.3973314934307704,0.5573452999527628,0.673451834862385,0.1,0.4341477949940402,0.2947450213877397
181,0.537646738707922,0.5504251299008036,0.6860665137614679,0.1,0.8681466030989271,0.3011066891556283
182,0.4523099199253673,0.5540623523854507,0.6668577981651373,0.2166666666666666,0.6768474374255065,0.3042054612566773
183,0.5189205473062273,0.5549834671705245,0.6831995412844032,0.1166666666666666,0.6381108462455303,0.3105045640729952
184,0.4442635854777269,0.5575814832309884,0.6791857798165135,0.1777777777777777,0.6394517282479133,0.3122215224177442
185,0.3109014226852211,0.5658006613131796,0.6407683486238529,0.2166666666666666,0.3212157330154945,0.3143130743307018
186,0.3826479048433492,0.5623287671232884,0.6631307339449539,0.1166666666666666,0.5049165673420739,0.2178715633589992
187,0.6032855865661199,0.5565658951346251,0.7130160550458715,0.1388888888888889,0.8113825983313467,0.2242777715608075
188,0.3089092746637643,0.5562588568729332,0.676605504587156,0.4166666666666666,0.4651370679380213,0.2096969980815807
189,0.273643395786364,0.5641001417099663,0.6364678899082565,0.261111111111111,0.4013706793802147,0.2015874127284825
190,0.4177825934851902,0.5609825224374116,0.6809059633027523,0.0777777777777777,0.4274433849821215,0.1950252829742826
191,0.5764498950478116,0.5564005668398675,0.7041284403669721,0.061111111111111,0.6628426698450531,0.1806050114313815
192,0.307665396874757,0.4844591402928682,0.5814220183486234,0.4166666666666666,0.4189511323003576,0.4069834140345245
193,0.2579880276762808,0.4863486065186588,0.5768348623853208,0.4388888888888888,0.6889153754469599,0.4116325939946861
194,0.2336935396097333,0.4894662257912134,0.5298165137614679,0.5777777777777777,0.7455303933253865,0.3641452936426147
195,0.3980020213014071,0.4875767595654228,0.5883027522935778,0.1611111111111111,0.6609058402860541,0.3726130413242932
196,0.2842066391976988,0.4853094000944722,0.5848623853211006,0.4777777777777777,0.5518474374255056,0.3847990734657872
197,0.4303622794060484,0.4837033538025501,0.602064220183486,0.2166666666666666,0.6734207389749698,0.3742866867992561
198,0.4792816605768483,0.4780349551251763,0.6112385321100917,0.1999999999999999,0.7187127532777109,0.3804549705715991
199,0.3884202752079608,0.4932451582427966,0.5848623853211006,0.3777777777777778,0.4493444576877228,0.38347829145038
200,0.3236220166368654,0.4912612187057164,0.580275229357798,0.2388888888888888,0.3933253873659112,0.3802383026811681
201,0.5513877011583612,0.4772791686348618,0.613532110091743,0.2166666666666666,0.8456495828367099,0.3845817445027003
202,0.4893492964316256,0.4757675956542275,0.6215596330275228,0.261111111111111,0.9493444576877228,0.3916654867996552
203,0.3788968358858742,0.4786017949929153,0.6227064220183482,0.4166666666666666,0.8134684147794986,0.3687354260754426
204,0.2880160149265335,0.4857817666509216,0.5917431192660545,0.7,0.4243146603098924,0.377031688788894
205,0.4352989193811708,0.4847425602267368,0.6158256880733943,0.6000000000000001,0.689511323003575,0.3801191622555839
206,0.3169361735209516,0.4830420406235252,0.6077981651376145,0.3,0.52502979737783,0.3748148748910092
207,0.3773225530591619,0.4857817666509216,0.5974770642201834,0.261111111111111,0.7056019070321802,0.3856072407611901
208,0.3666912850812408,0.4835144071799711,0.6112385321100917,0.3999999999999999,0.5798569725864113,0.384001518178576
209,0.4696999144834021,0.4791686348606525,0.6181192660550456,0.4777777777777777,0.6626936829558994,0.2240320035308288
210,0.4870753323485968,0.4786962683042048,0.6158256880733943,0.1999999999999999,0.779499404052443,0.209982244295332
211,0.4632861696338335,0.4786017949929153,0.6353211009174311,0.3,0.6907032181168051,0.1825148775471474
212,0.3785275596672627,0.4832309872461042,0.6227064220183482,0.2777777777777777,0.4779499404052445,0.1804138459452258
213,0.5783643007074556,0.4758620689655171,0.6399082568807337,0.3166666666666666,0.905840286054826,0.1715759281077035
214,0.4449195366555236,0.4794520547945211,0.6284403669724767,0.3777777777777778,0.7145411203814063,0.1571652036221144
215,0.511019979786986,0.4803023145961269,0.6387614678899078,0.261111111111111,0.6835518474374251,0.1527366586520467
216,0.4988144289823525,0.4829475673122338,0.6318807339449539,0.1777777777777777,0.6537544696066742,0.148645184739689
217,0.3276063126797791,0.490977798771846,0.6089449541284404,0.5166666666666666,0.3462455303933249,0.1764407943052257
218,0.3964860452460546,0.4879546528105809,0.6341743119266052,0.3777777777777778,0.5351609058402853,0.1724249309097519
219,0.6457669283992847,0.482097307510628,0.6685779816513762,0.3,0.8504171632896305,0.1918244949507205
220,0.3529308870403482,0.481908360888049,0.6376146788990824,0.4166666666666666,0.481525625744934,0.1850722049257639
221,0.334700303195211,0.489749645725082,0.6100917431192658,0.6000000000000001,0.4123957091775927,0.1827050915798369
222,0.4254256394309259,0.4868209730751065,0.6295871559633026,0.2166666666666666,0.4547079856972584,0.1896645767754
223,0.6150975666640753,0.4820028341993385,0.6525229357798161,0.2388888888888888,0.705005959475566,0.197473633255672
224,0.912773070045868,0.0011336797354744,0.5022935779816513,0.3777777777777778,0.727056019070321,0.3141292413748335
225,0.8429604291378373,0.0,0.5022935779816513,0.4611111111111111,0.8182359952324192,0.3680431549052803
226,0.7590375495607556,0.002834199338686,0.5022935779816513,0.661111111111111,0.7431466030989271,0.4022801734640976
227,0.6358547772681334,0.0104865375531399,0.477064220183486,0.7,0.4725864123957088,0.3763316135100085
228,0.792641685454404,0.0093528578176655,0.4931192660550456,0.5611111111111111,0.6877234803337298,0.3685513332702321
229,0.5506297131306849,0.0073689182805853,0.4908256880733943,0.3999999999999999,0.5518474374255056,0.3214056193145033
230,0.7199914483402007,0.0104865375531399,0.4954128440366969,0.3,0.600715137067938,0.3313408301488041
231,0.6682150353727746,0.0080302314596121,0.4977064220183482,0.6777777777777776,0.6179976162097733,0.3383309165038059
232,0.7964899323641452,0.004251299008029,0.5080275229357794,0.7166666666666666,0.6066746126340878,0.3234282225441586
233,0.8285586566119879,0.0031176192725546,0.5034403669724767,0.3166666666666666,0.6829558998808101,0.3263326505677375
234,0.8077431392365702,0.0031176192725546,0.5068807339449539,0.4999999999999999,0.6400476758045293,0.3277600713681561
235,0.6821503537277462,0.0096362777515359,0.5275229357798161,0.2777777777777777,0.3837902264600719,0.3242581584444134
236,0.9678340977998912,9.447331128953353e-05,0.5206422018348622,0.5777777777777777,0.8414779499404044,0.2758920798079473
237,0.8253323485967504,0.0041568256967394,0.5068807339449539,0.7777777777777777,0.6537544696066742,0.2430640944729189
238,0.8608023011739098,0.0054794520547947,0.5206422018348622,0.6000000000000001,0.66030989272944,0.0763914730084603
239,0.9094884552592708,0.0072744449692958,0.5137614678899078,0.3611111111111111,0.6162097735399281,0.0542560461745763
240,0.6456697504470186,0.0157770429853556,0.4942660550458715,0.8999999999999999,0.279499404052443,0.0836111878620778
241,0.6657467153852135,0.0144544166273021,0.540137614678899,0.4388888888888888,0.556019070321812,0.0840146950623881
242,1.0,0.0073689182805853,0.5550458715596327,0.3,0.7401668653158526,0.080304858527035
243,0.5931159138614632,0.0074633915918749,0.5149082568807337,0.6388888888888888,0.5089392133492248,0.0834865285417808
244,0.6102192334603126,0.0153991497401992,0.4965596330275228,0.4611111111111111,0.4022646007151373,0.0838517263825626
245,0.7260359169711575,0.0137931034482754,0.5493119266055047,0.4777777777777777,0.4344457687723477,0.082017190358784
246,0.898643395786364,0.0077468115257435,0.5504587155963301,0.3611111111111111,0.5887961859356374,0.0717994220711024
247,0.0268016792350151,0.9363249881908366,0.7694954128440363,0.7777777777777777,0.5071513706793795,0.3098578451894273
248,0.0292116924512166,0.9389702409069454,0.7580275229357794,0.6388888888888888,0.7342073897497019,0.317349985363264
249,0.0503381792738863,0.9420878601795,0.7006880733944949,0.7999999999999998,0.7377830750893914,0.3172039487055155
250,0.0703179662598149,0.9403873405762884,0.7614678899082565,0.0388888888888888,0.6358760429082237,0.3128231771863425
