year,location,weathercode (wmo code),temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),rain (mm),surface_pressure (hPa),cloudcover (%),et0_fao_evapotranspiration (mm),vapor_pressure_deficit (kPa),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),direct_radiation (W/m²),diffuse_radiation (W/m²)
1991, Misamis Oriental,1,27.522671232876714,85.80810502283104,24.861404109589042,0.1490296803652968,1009.8774315068493,54.171118721461184,0.16178310502283105,0.5484246575342465,6.06884703196347,174.59006849315068,15.673949771689497,27.20480593607306,0.3343594748858448,151.15924657534248,71.91438356164383
1992, Misamis Oriental,1,27.50800318761384,84.65232240437159,24.608526867030964,0.15704690346083788,1010.1882513661202,48.724043715846996,0.16343806921675774,0.594799635701275,5.591951275045537,186.8129553734062,15.0341985428051,27.31943306010929,0.3219569672131148,152.60314207650273,71.57035519125684
1993, Misamis Oriental,1,27.42964611872146,86.00308219178082,24.816746575342467,0.2279908675799087,1010.039109589041,54.915182648401824,0.15600228310502282,0.5364726027397261,5.170662100456621,184.3829908675799,14.17802511415525,27.0537899543379,0.34763162100456624,142.5038812785388,72.35205479452055
1994, Misamis Oriental,1,27.451609589041098,85.9296803652968,24.808573059360732,0.20042237442922375,1009.7734246575342,56.051598173515984,0.15689954337899545,0.5418869863013699,5.680285388127854,181.74246575342465,15.494063926940639,27.177614155251142,0.3534228310502283,145.06381278538814,70.3892694063927
1995, Misamis Oriental,1,27.235285388127856,86.98755707762557,24.830205479452054,0.28251141552511416,1009.5921575342467,58.96643835616438,0.15202283105022832,0.49085388127853885,5.0495319634703195,179.78470319634704,14.08466894977169,27.12708904109589,0.3700582191780822,141.06826484018265,70.64611872146119
1996, Misamis Oriental,51,27.194558287795992,86.8690801457195,24.758333333333336,0.3354166666666667,1008.9770833333332,62.28859289617486,0.14795651183970857,0.49706967213114756,5.612864298724955,158.33048724954463,14.07167577413479,27.08252504553734,0.364564776867031,130.6870446265938,73.61873861566484
1997, Misamis Oriental,1,27.237545662100455,85.66609589041096,24.54712328767123,0.20439497716894978,1010.6950913242009,54.24885844748859,0.15973173515981734,0.5480821917808218,5.795799086757991,175.21415525114156,15.074212328767125,27.079166666666666,0.3524993150684932,153.54680365296804,67.32751141552511
1998, Misamis Oriental,1,27.851358447488582,84.85079908675799,24.979326484018266,0.21619863013698631,1010.1514840182648,48.90867579908676,0.164837899543379,0.5993207762557078,4.889406392694063,202.78824200913243,13.606655251141554,27.729166666666668,0.33414223744292243,159.00068493150684,66.42283105022831
1999, Misamis Oriental,1,27.252340182648403,86.45296803652968,24.734931506849314,0.3577511415525114,1008.8235958904108,62.4337899543379,0.1440867579908676,0.5123070776255708,5.001769406392694,183.18527397260274,14.27183789954338,27.0903196347032,0.3707735159817352,122.8662100456621,73.9804794520548
2000, Misamis Oriental,1,27.473668032786886,86.21459471766849,24.902390710382516,0.302037795992714,1008.6229849726777,58.645947176684885,0.1478756830601093,0.5299214480874317,4.808504098360656,186.75011384335156,13.92964480874317,27.153973132969035,0.36768647540983607,128.04918032786884,73.50933515482696
2001, Misamis Oriental,1,27.655502283105026,85.76963470319635,24.995376712328767,0.23017123287671232,1008.947203196347,57.470319634703195,0.15115296803652967,0.5513824200913242,5.3701484018264845,181.85650684931508,14.849337899543379,27.197283105022834,0.36337853881278537,132.40970319634704,72.57294520547946
2002, Misamis Oriental,1,27.703310502283106,85.83470319634704,25.049326484018266,0.19537671232876713,1009.8487557077625,55.21769406392694,0.15784246575342467,0.5519543378995434,5.9370662100456615,171.15445205479452,15.54673515981735,27.165353881278538,0.3577730593607306,148.7052511415525,67.68504566210045
2003, Misamis Oriental,51,27.60066210045662,86.7189497716895,25.125993150684934,0.25662100456621006,1009.7847374429225,61.32534246575342,0.1483595890410959,0.5142077625570777,5.899646118721462,166.34429223744291,15.331769406392693,27.130787671232877,0.3590197488584475,132.37956621004565,71.9269406392694
2004, Misamis Oriental,1,27.76443533697632,86.23201275045537,25.18941256830601,0.18853597449908924,1009.5052254098362,56.63547358834244,0.15671903460837888,0.5379405737704919,5.856785063752277,180.51354735883424,15.457650273224044,27.25997267759563,0.35334369307832425,143.54963570127504,70.5631830601093
2005, Misamis Oriental,1,27.80389269406393,85.92465753424658,25.17777397260274,0.23921232876712328,1009.8114954337899,58.42408675799087,0.15202739726027398,0.5480365296803653,5.205388127853881,182.63755707762556,14.350719178082192,27.24964611872146,0.3618970319634703,137.6285388127854,70.42808219178082
2006, Misamis Oriental,1,28.05517123287671,85.01301369863013,25.238344748858445,0.20238584474885846,1009.4705821917809,54.929566210045664,0.15612328767123287,0.5920445205479452,5.382066210045663,184.84223744292237,14.82851598173516,27.343881278538813,0.3489833333333333,140.0771689497717,70.91244292237442
2007, Misamis Oriental,1,28.029257990867578,85.24554794520547,25.260639269406393,0.24761415525114155,1008.986997716895,58.419292237442924,0.1517351598173516,0.5824840182648402,5.238059360730594,181.59600456621004,14.495536529680365,27.344406392694065,0.3490823059360731,133.73744292237444,71.10662100456621
2008, Misamis Oriental,1,27.904098360655738,85.26593806921676,25.147836976320583,0.2929986338797814,1008.8967099271401,59.287226775956285,0.1502106102003643,0.5751707650273225,4.831215846994536,185.7011612021858,13.817725409836065,27.22818761384335,0.37145856102003644,130.43146630236794,72.36338797814207
2009, Misamis Oriental,1,28.064200913242008,84.67351598173516,25.171061643835618,0.30276255707762556,1008.9389611872147,56.8195205479452,0.15409360730593605,0.6085022831050227,5.940479452054794,174.23664383561643,15.959246575342465,27.337294520547946,0.34534383561643833,134.962899543379,70.73173515981735
2010, Misamis Oriental,1,28.125776255707763,86.04383561643836,25.526415525114153,0.3019406392694064,1009.3805821917808,57.6884703196347,0.1546164383561644,0.5504520547945205,4.664041095890411,186.91301369863012,13.319691780821918,27.729235159817353,0.3583091324200913,141.94817351598172,69.55228310502284
2011, Misamis Oriental,1,27.980182648401826,85.55114155251141,25.27595890410959,0.34062785388127853,1008.6085616438356,63.17625570776256,0.14361529680365295,0.5678710045662101,5.42777397260274,174.57374429223745,14.854520547945206,27.246575342465754,0.3705554794520548,116.16381278538813,76.075
2012, Misamis Oriental,1,28.0708674863388,85.19193989071039,25.291211293260474,0.27218806921675776,1008.9354735883423,57.69990892531876,0.1523554189435337,0.5849271402550091,5.4775956284153,182.78642987249543,15.226992258652094,27.32700364298725,0.36700113843351545,132.3921903460838,72.38046448087432
2013, Misamis Oriental,1,28.166050228310503,85.55993150684931,25.457534246575342,0.3015867579908676,1009.1002625570777,61.42146118721461,0.14808675799086757,0.5746027397260275,5.319303652968037,181.9365296803653,14.489931506849315,27.373173515981737,0.3667510273972603,126.76929223744293,71.89337899543379
2014, Misamis Oriental,1,27.953904109589043,85.56518264840183,25.248299086757992,0.3157762557077625,1009.5597260273971,60.74554794520548,0.14696004566210047,0.5696746575342466,5.848824200913242,173.7351598173516,15.501301369863013,27.22205479452055,0.37059246575342464,124.87705479452055,72.6357305936073
2015, Misamis Oriental,1,28.258504566210046,83.74691780821918,25.166792237442923,0.18690639269406392,1010.3610388127853,54.16141552511416,0.15960730593607306,0.6537328767123287,5.997945205479452,178.80205479452056,15.598436073059359,27.72485159817352,0.3327449771689498,146.06940639269408,67.61084474885845
2016, Misamis Oriental,1,28.487750455373405,84.12295081967213,25.475648907103825,0.2176457194899818,1009.8606898907104,53.21983151183971,0.15951730418943535,0.6454200819672131,5.185371129326048,192.31614298724955,14.287295081967214,27.869683515482695,0.33584016393442623,144.2268897996357,69.79861111111111
2017, Misamis Oriental,1,28.18958904109589,85.37739726027397,25.446278538812784,0.35396118721461184,1009.3066438356163,61.22431506849315,0.14527054794520547,0.5820821917808219,5.261118721461187,177.8365296803653,14.600445205479451,27.56533105022831,0.37058995433789954,119.89543378995434,74.51381278538813
2018, Misamis Oriental,1,28.284908675799084,83.82043378995434,25.209817351598172,0.2090068493150685,1009.2730365296804,53.71461187214612,0.1597511415525114,0.6506244292237443,5.571643835616438,178.45707762557078,15.081152968036529,27.653470319634703,0.3393190639269406,142.8071917808219,70.35753424657534
2019, Misamis Oriental,1,28.314566210045662,82.47283105022831,24.93090182648402,0.16786529680365297,1010.1665525114155,51.14086757990867,0.1644634703196347,0.7114520547945206,5.95912100456621,186.89577625570777,15.395764840182649,27.709098173515983,0.32684429223744293,148.37351598173515,69.76803652968036
2020, Misamis Oriental,1,28.236122495446267,84.73941256830601,25.363957194899818,0.32320127504553736,1009.7886270491804,56.661543715846996,0.1535507741347905,0.6078984517304189,4.958720400728597,187.01286429872496,13.719171220400728,27.749510473588344,0.3615780965391621,136.44569672131146,70.77413479052824
2021, Misamis Oriental,1,28.306255707762556,84.09828767123288,25.283367579908674,0.34399543378995434,1009.2651826484018,59.64406392694064,0.15026826484018263,0.6417751141552511,5.2690753424657535,176.14018264840183,14.531392694063927,27.65433789954338,0.3650663242009133,125.27568493150685,73.17157534246576
2022, Misamis Oriental,51,28.321226647000984,84.47295968534907,25.387868731563422,0.3617994100294985,1009.0665437561456,61.707841691248774,0.1461086529006883,0.6229584562438545,4.916814159292035,165.4439528023599,12.565400688298919,27.54092920353982,0.37234537856440514,118.48021140609636,75.63593903638152
1990, Davao de Oro,1,23.510228310502285,85.78356164383561,20.8088698630137,0.3614269406392694,935.5089954337899,54.456963470319636,0.15561872146118721,0.46156963470319634,4.310388127853881,229.25513698630138,18.347374429223745,24.5122602739726,0.4509033105022831,147.94611872146118,72.33356164383562
1991, Davao de Oro,1,23.38151826484018,86.05171232876712,20.746164383561645,0.40698630136986297,935.7217351598174,57.02066210045662,0.1542876712328767,0.4488573059360731,4.205616438356164,226.34737442922375,17.966084474885843,24.36244292237443,0.44949920091324197,142.6200913242009,76.29452054794521
1992, Davao de Oro,1,23.448554189435338,84.5959699453552,20.490505464480876,0.3782445355191257,936.045218579235,55.106898907103826,0.1572825591985428,0.5015539617486339,3.936976320582878,225.03233151183971,17.31712204007286,24.45182149362477,0.43472005919854284,145.61259107468123,76.39446721311475
1993, Davao de Oro,1,23.219817351598174,87.26769406392694,20.831723744292237,0.48408675799086764,935.8313926940639,59.576141552511416,0.15017922374429224,0.40643721461187216,3.998504566210046,214.03447488584476,17.038127853881278,24.21989726027397,0.46469463470319633,139.92853881278538,74.40399543378996
1994, Davao de Oro,1,23.41865296803653,85.83675799086758,20.729223744292238,0.37731735159817353,935.5738812785388,57.26004566210046,0.15344292237442922,0.45815296803652966,3.9689726027397256,219.43607305936072,17.816118721461187,24.413858447488582,0.4547512557077626,143.68755707762557,73.41050228310502
1995, Davao de Oro,1,23.14667808219178,88.5865296803653,21.031038812785386,0.5729109589041096,935.4443493150685,62.081849315068496,0.14563127853881278,0.3615947488584475,3.9856392694063922,218.3675799086758,17.390205479452057,24.23533105022831,0.4675321917808219,133.01575342465753,75.11666666666666
1996, Davao de Oro,51,23.16124772313297,88.5846994535519,21.039867941712206,0.628620218579235,934.7975865209472,64.20924408014572,0.14341985428051002,0.36394125683060113,4.051764571948998,175.91313752276866,16.556910291438978,24.276024590163935,0.46379474043715846,128.17634335154827,76.22415755919855
1997, Davao de Oro,1,23.2687899543379,86.71449771689498,20.762671232876713,0.4704109589041096,936.4312671232877,59.71187214611872,0.15268150684931506,0.4281609589041096,4.168641552511416,214.9126712328767,17.9087100456621,24.245867579908673,0.45157602739726027,147.28150684931506,69.89349315068493
1998, Davao de Oro,51,23.598059360730595,86.73744292237443,21.06431506849315,0.6298173515981735,936.2678652968036,61.69611872146119,0.1520502283105023,0.4363630136986301,3.633538812785388,213.24623287671233,17.043390410958907,24.726255707762558,0.45307271689497713,142.90867579908675,71.64235159817352
1999, Davao de Oro,1,22.971712328767126,89.66244292237442,21.066940639269404,0.7528538812785388,934.7024543378996,66.74052511415525,0.1339920091324201,0.3242945205479452,3.7475913242009136,198.69486301369864,16.949052511415527,24.096449771689496,0.4673045662100457,112.67910958904109,78.04223744292237
2000, Davao de Oro,1,23.109448998178507,89.11293260473589,21.093647540983607,0.6510587431693988,934.5665414389799,65.06341074681238,0.1349351092896175,0.34516848816029144,3.72662795992714,206.47040072859744,17.30966530054645,24.133447176684882,0.4657670765027322,112.2495446265938,79.10428051001821
2001, Davao de Oro,1,23.377602739726026,87.7033105022831,21.08349315068493,0.5047374429223744,934.8594520547945,61.33082191780822,0.1432945205479452,0.3946278538812785,3.9947831050228313,214.30365296803652,17.794680365296802,24.380285388127852,0.46944783105022836,124.86849315068493,77.81358447488584
2002, Davao de Oro,1,23.37062785388128,86.72111872146118,20.875273972602738,0.4110958904109589,935.6408219178081,58.0810502283105,0.15029223744292236,0.4252819634703196,4.104543378995434,226.6472602739726,17.919212328767124,24.31851598173516,0.45784212328767127,141.22659817351598,72.5582191780822
2003, Davao de Oro,1,23.30664383561644,87.625799086758,20.99271689497717,0.5427397260273972,935.4979794520548,62.73116438356164,0.1437876712328767,0.39607990867579906,4.198527397260274,224.03116438356165,18.00433789954338,24.301198630136987,0.4594918949771689,128.19486301369864,75.94920091324201
2004, Davao de Oro,1,23.590528233151186,86.21140710382514,20.9933970856102,0.4371470856102004,935.333014571949,57.49920309653916,0.1534744990892532,0.44682604735883424,4.063046448087432,219.191029143898,17.5511839708561,24.54966985428051,0.451805441712204,143.75204918032787,73.77379326047358
2005, Davao de Oro,1,23.37062785388128,87.43150684931507,21.015662100456623,0.58162100456621,935.6183789954338,61.918036529680364,0.14559246575342466,0.40298972602739724,4.113550228310502,220.93002283105022,17.550468036529683,24.427066210045663,0.46594657534246575,131.21461187214612,75.4074200913242
2006, Davao de Oro,1,23.473116438356165,86.98824200913242,21.039828767123286,0.5153310502283105,935.3934931506849,59.7296803652968,0.14813356164383562,0.41807077625570777,3.780433789954338,217.73755707762558,17.535764840182647,24.410890410958903,0.46421952054794524,134.72511415525113,74.95148401826484
2007, Davao de Oro,1,23.402591324200916,87.87271689497717,21.135650684931505,0.5875114155251142,934.9563584474886,62.78595890410959,0.14346575342465753,0.3894874429223744,3.983915525114155,220.94874429223745,17.726609589041097,24.42942922374429,0.464228196347032,127.64269406392694,75.63995433789954
2008, Davao de Oro,51,23.13932149362477,88.93602003642987,21.089321493624773,0.6884107468123861,934.8890710382514,65.99237249544626,0.1385917577413479,0.35085837887067395,3.7097677595628413,199.50182149362476,16.917486338797815,24.233857012750455,0.469616689435337,120.14537795992715,76.83242258652095
2009, Davao de Oro,1,23.65189497716895,86.55228310502284,21.116940639269405,0.563093607305936,934.8851369863014,60.65159817351598,0.14624657534246577,0.43884132420091326,3.9607648401826485,214.78276255707763,17.878744292237442,24.517739726027397,0.457184703196347,129.72454337899543,75.9046803652968
2010, Davao de Oro,51,23.42005707762557,88.65479452054795,21.307796803652966,0.7463812785388128,935.4264383561643,65.07168949771689,0.14456963470319636,0.3652077625570776,3.6698858447488587,211.9543378995434,17.000034246575343,24.537248858447487,0.4685334474885845,133.0126712328767,72.31997716894978
2011, Davao de Oro,1,23.2637899543379,88.95867579908676,21.224121004566207,0.6296689497716894,934.5753767123288,65.89360730593607,0.1362043378995434,0.3510228310502283,3.945422374429224,206.8835616438356,17.441426940639268,24.28826484018265,0.47229897260273973,113.33698630136986,79.77865296803652
2012, Davao de Oro,1,23.425102459016394,87.72848360655738,21.136737249544627,0.6139685792349727,934.9820127504554,63.81215846994535,0.14173383424408015,0.3938217213114754,3.8079348816029146,214.18499544626593,17.86766848816029,24.401707650273224,0.4647488615664845,123.52128870673953,76.5063752276867
2013, Davao de Oro,1,23.40807077625571,88.38116438356164,21.24689497716895,0.7159246575342466,935.060605022831,66.32968036529681,0.13795890410958903,0.3728036529680366,3.8256849315068493,213.7832191780822,17.1789497716895,24.398013698630137,0.46509086757990864,118.78607305936073,76.08664383561644
2014, Davao de Oro,1,23.449771689497716,87.84726027397261,21.18222602739726,0.5353082191780822,935.3075342465753,62.13607305936073,0.1443321917808219,0.3907454337899543,4.47453196347032,211.72648401826484,18.49584474885845,24.423915525114154,0.4627116438356164,129.82271689497716,75.05068493150685
2015, Davao de Oro,1,23.514280821917808,86.76506849315068,21.02980593607306,0.44917808219178085,936.21600456621,57.45890410958904,0.15350913242009132,0.42646575342465753,4.486426940639269,224.3384703196347,18.493470319634703,24.554703196347035,0.4536109589041096,148.84600456621004,69.60365296803653
2016, Davao de Oro,1,23.889981785063753,86.84995446265938,21.401263661202186,0.5751821493624771,935.9284722222222,60.26536885245902,0.150525956284153,0.4359631147540984,3.8434881602914386,218.26001821493625,16.834915755919855,24.903904826958104,0.45914993169398904,137.4641393442623,74.11316029143897
2017, Davao de Oro,51,23.516792237442925,89.25696347031963,21.534965753424657,0.734703196347032,935.2450913242009,66.06792237442923,0.1364623287671233,0.34586529680365297,4.072054794520548,208.06655251141552,17.795388127853883,24.551872146118722,0.47070490867579906,114.88036529680365,77.9222602739726
2018, Davao de Oro,1,23.955251141552512,85.6222602739726,21.21638127853881,0.4468835616438356,935.2724999999999,58.137328767123286,0.1537796803652968,0.478615296803653,4.144246575342466,217.61392694063926,17.790730593607304,24.902625570776255,0.45814794520547947,142.0678082191781,73.17785388127854
2019, Davao de Oro,1,23.785216894977168,85.50502283105023,21.02126712328767,0.4503310502283105,936.1325570776256,58.470091324200915,0.15518721461187215,0.4778070776255708,4.48162100456621,216.76301369863015,18.070821917808217,24.758424657534245,0.4520297945205479,146.94098173515982,71.4675799086758
2020, Davao de Oro,51,23.699237249544627,88.52037795992715,21.560872040072862,0.63158014571949,935.8307832422586,62.41837431693989,0.14522654826958106,0.37414959016393445,3.9519581056466304,213.69899817850637,17.093192167577413,24.790562386156648,0.47006830601092897,133.17600182149363,72.37704918032787
2021, Davao de Oro,1,23.703778538812784,88.41506849315068,21.54511415525114,0.7473059360730593,935.2913470319635,63.75182648401827,0.14153538812785388,0.37885388127853886,3.864029680365297,203.02579908675798,17.278698630136986,24.742465753424657,0.46892705479452057,124.00764840182649,75.27203196347033
2022, Davao de Oro,51,23.48884703196347,89.21084474885845,21.498824200913244,0.7774885844748859,935.000205479452,66.575,0.13586415525114157,0.3462283105022831,4.000490867579909,181.69897260273973,16.141552511415526,24.518196347031964,0.47041563926940644,113.46712328767123,78.61084474885845
1990, Davao del Norte,1,22.906632420091324,84.18070776255708,19.868972602739728,0.29755707762557077,920.2427853881278,57.988013698630134,0.15337442922374428,0.4990810502283105,5.007180365296803,149.96792237442924,19.277865296803654,24.415479452054797,0.35307134703196347,143.99874429223743,71.89303652968036
1991, Davao del Norte,1,22.71692922374429,84.70650684931506,19.821780821917805,0.27707762557077625,920.4245776255708,60.21986301369863,0.1501609589041096,0.47242694063926943,4.98115296803653,145.13070776255708,18.828150684931508,24.11558219178082,0.37778413242009135,135.86461187214613,76.72237442922375
1992, Davao del Norte,1,22.97044626593807,81.62659380692168,19.345582877959927,0.25184426229508194,920.7407103825137,56.060109289617486,0.15620787795992716,0.587761839708561,4.947506830601093,139.30931238615665,18.705828779599273,24.559915755919853,0.3260482695810564,139.70036429872496,76.94820127504553
1993, Davao del Norte,1,22.665913242009132,85.45422374429224,19.924600456621004,0.3506164383561644,920.531894977169,63.337785388127855,0.14718036529680364,0.4486986301369863,4.268858447488584,144.00536529680366,16.862488584474885,24.090970319634703,0.38845342465753424,132.29132420091324,75.89200913242009
1994, Davao del Norte,1,22.625148401826483,85.36107305936073,19.862968036529683,0.29085616438356166,920.2873972602739,61.93013698630137,0.14711187214611873,0.4508949771689498,4.74412100456621,153.8679223744292,18.809931506849313,24.06747716894977,0.3855428082191781,134.2851598173516,74.3170091324201
1995, Davao del Norte,1,22.75172374429224,85.96107305936073,20.109360730593608,0.37832191780821917,920.166506849315,65.20696347031964,0.14532648401826484,0.4350582191780822,4.30716894977169,135.6148401826484,17.051792237442925,24.22529680365297,0.38726244292237444,128.8101598173516,76.10251141552511
1996, Davao del Norte,51,22.619524134790527,86.62408925318762,20.125455373406194,0.41068989071038253,919.5410974499089,68.70491803278688,0.1411520947176685,0.40996584699453553,4.21844262295082,150.20605646630236,16.490812841530055,24.16608606557377,0.4040702413479053,122.94091530054645,76.72597905282332
1997, Davao del Norte,1,22.675707762557078,85.04737442922375,19.859235159817352,0.3415867579908676,921.1124200913242,64.47157534246575,0.14863127853881278,0.4600057077625571,4.311678082191781,142.3066210045662,17.34458904109589,24.11840182648402,0.3888146118721461,138.58915525114156,71.97602739726027
1998, Davao del Norte,1,23.47119863013699,82.0667808219178,19.90148401826484,0.2989497716894977,920.9747831050228,57.551826484018264,0.1580433789954338,0.5929783105022831,4.799303652968037,113.7837899543379,18.24203196347032,25.08165525114155,0.33494577625570776,143.89680365296803,71.69623287671233
1999, Davao del Norte,51,22.466324200913242,87.55445205479452,20.15962328767123,0.45117579908675803,919.429794520548,70.79452054794521,0.13464269406392695,0.3778230593607306,3.848972602739726,143.44794520547944,16.56799086757991,23.999189497716895,0.4076956621004566,111.525,78.48915525114155
2000, Davao del Norte,51,22.514207650273224,87.57274590163935,20.213080601092898,0.41150956284153,919.2852572859745,67.73246812386157,0.13492486338797816,0.37874772313296906,3.982695810564663,150.71869307832424,16.927219945355194,23.986202185792347,0.4082710610200364,110.43374316939891,80.14708561020036
2001, Davao del Norte,1,22.678424657534247,86.67922374429224,20.198938356164383,0.3502283105022831,919.5963698630137,65.66712328767123,0.1391986301369863,0.4089531963470319,4.31162100456621,156.41335616438357,17.769018264840184,24.111461187214612,0.40353698630136986,118.23162100456621,78.49794520547945
2002, Davao del Norte,1,22.77509132420091,85.08036529680365,19.960890410958903,0.2924543378995434,920.3697831050229,60.28013698630137,0.14784246575342463,0.4611746575342466,4.72675799086758,148.4271689497717,18.530239726027396,24.136666666666667,0.38579680365296803,137.69269406392695,71.89018264840183
2003, Davao del Norte,51,22.766792237442925,86.06221461187215,20.16062785388128,0.38304794520547947,920.2638242009132,66.68116438356165,0.1409783105022831,0.42935502283105026,4.507694063926941,150.75125570776257,18.20497716894977,24.16834474885845,0.39630730593607305,122.84828767123288,76.12557077625571
2004, Davao del Norte,1,22.910530510018216,85.0561247723133,20.099612932604735,0.29968123861566487,920.0912682149362,63.42156193078324,0.14764230418943536,0.46471766848816026,4.60622723132969,157.05009107468123,18.250933515482696,24.319615209471767,0.3820215163934426,134.42395264116576,74.0915300546448
2005, Davao del Norte,1,22.933687214611872,84.6892694063927,20.022591324200913,0.33735159817351595,920.3744406392693,65.54897260273972,0.14313584474885846,0.47820776255707764,4.319999999999999,146.23778538812786,17.236632420091322,24.351883561643834,0.37348881278538815,123.99874429223745,76.02591324200914
2006, Davao del Norte,1,22.796415525114156,85.86769406392695,20.151929223744293,0.33891552511415524,920.12399543379,62.27054794520548,0.14396004566210044,0.43673173515981734,4.554520547945205,149.13824200913243,18.34724885844749,24.155388127853882,0.395923401826484,128.85776255707762,74.69509132420092
2007, Davao del Norte,1,22.875034246575343,85.79714611872146,20.20441780821918,0.3917123287671233,919.6921232876713,64.749200913242,0.14201940639269406,0.4412294520547945,4.407625570776256,145.7607305936073,17.795445205479453,24.26955479452055,0.393278196347032,123.72808219178083,75.86210045662101
2008, Davao del Norte,51,22.620457650273224,86.88991347905282,20.18469945355191,0.41827185792349725,919.5915186703097,67.283014571949,0.13871015482695812,0.40036543715846995,3.9265027322404373,141.82172131147541,16.527436247723134,24.10573770491803,0.4094084699453552,118.60735428051002,77.52094717668488
2009, Davao del Norte,1,22.823127853881278,86.2574200913242,20.25941780821918,0.4098059360730594,919.6163584474886,64.69235159817352,0.1406689497716895,0.4239326484018265,4.4362899543379,164.16358447488585,18.51469178082192,24.187283105022832,0.40102363013698633,122.46038812785388,75.92956621004566
2010, Davao del Norte,1,23.125262557077626,85.15342465753425,20.3139497716895,0.35575342465753423,920.1406164383561,61.634132420091326,0.14649200913242008,0.4693162100456621,4.2747031963470326,111.56712328767124,16.898093607305935,24.51624429223744,0.3793568493150685,132.14497716894977,72.90388127853882
2011, Davao del Norte,51,22.635502283105023,87.6810502283105,20.366038812785387,0.44908675799086756,919.3105479452055,68.86735159817351,0.1324851598173516,0.3746369863013699,3.92810502283105,155.37739726027397,17.199463470319632,24.082534246575342,0.41284691780821914,107.69303652968037,79.17134703196346
2012, Davao del Norte,51,22.688695355191257,86.88000910746813,20.25900500910747,0.4014913479052823,919.6887067395264,65.27049180327869,0.13749772313296904,0.40023224043715844,4.495890255009107,152.75193533697632,18.59042577413479,24.08101092896175,0.4089517304189435,118.31147540983606,76.49453551912568
2013, Davao del Norte,51,22.789349315068495,87.01894977168949,20.377100456621005,0.43239726027397263,919.7966324200913,67.27865296803652,0.1346381278538813,0.3999269406392694,4.313219178082192,143.0747716894977,17.656518264840184,24.14246575342466,0.4053197488584475,113.3519406392694,76.06552511415525
2014, Davao del Norte,51,22.847043378995433,86.1654109589041,20.26228310502283,0.4198173515981735,920.0634817351598,65.89235159817352,0.1393470319634703,0.4265799086757991,4.194417808219178,161.05,17.49519406392694,24.22300228310502,0.4036453196347032,120.58321917808219,75.81586757990867
2015, Davao del Norte,1,22.927100456621005,84.99783105022831,20.08171232876712,0.3179794520547945,920.90850456621,61.44908675799087,0.14687785388127855,0.4689737442922374,4.6680022831050225,145.54223744292239,18.463881278538814,24.380045662100457,0.37576655251141555,136.66860730593606,70.51974885844749
2016, Davao del Norte,1,23.485029599271403,83.69649362477232,20.323861566484517,0.3629667577413479,920.6648679417123,60.02652550091074,0.14954234972677594,0.5315437158469946,4.696596083788707,139.1844262295082,18.032798269581058,24.92592213114754,0.3557445355191257,132.36429872495447,73.70685336976321
2017, Davao del Norte,51,22.9988698630137,87.13595890410959,20.620353881278536,0.5215753424657534,920.0083904109589,68.0824200913242,0.1321244292237443,0.3974098173515982,4.068207762557078,151.66518264840184,17.36439497716895,24.389292237442923,0.41117157534246573,106.34703196347031,78.67739726027398
2018, Davao del Norte,1,23.192214611872146,84.56575342465753,20.271963470319633,0.32267123287671234,920.0054794520548,59.76107305936073,0.1491837899543379,0.4876826484018265,4.461084474885845,157.3994292237443,17.659109589041094,24.54280821917808,0.39227500000000004,136.21906392694063,73.01084474885845
2019, Davao del Norte,1,23.167648401826483,83.52865296803652,20.020342465753426,0.3217922374429224,920.8196461187214,59.12888127853881,0.1507796803652968,0.5196118721461187,4.708732876712329,148.16529680365298,17.931347031963472,24.49679223744292,0.38210890410958903,138.6103881278539,72.13139269406393
2020, Davao del Norte,1,23.46459471766849,83.92133424408014,20.370628415300548,0.3769808743169399,920.5879895264117,61.00125227686703,0.14690573770491805,0.5197905282331512,4.3367258652094725,129.0066029143898,17.006773679417122,24.86316029143898,0.36271573315118394,130.35200364298726,72.5033014571949
2021, Davao del Norte,1,23.079349315068495,86.34155251141553,20.537454337899543,0.49811643835616437,920.0231849315068,65.05068493150685,0.1378824200913242,0.4251461187214612,4.017956621004567,148.12671232876713,16.726940639269408,24.4762100456621,0.4071406392694064,116.80582191780822,76.16461187214612
2022, Davao del Norte,51,22.969257990867582,86.76061643835617,20.51852739726027,0.48105022831050226,919.7411872146118,67.19223744292238,0.133351598173516,0.4080205479452055,4.133926940639269,153.86974885844748,15.961986301369864,24.308413242009134,0.4088481735159817,107.74817351598173,79.30570776255708
1990, Davao del Sur,1,24.820136986301367,82.80936073059361,21.41049086757991,0.21002283105022831,967.4539383561644,51.106963470319634,0.16090410958904108,0.609458904109589,6.345730593607306,182.65011415525115,19.413378995433792,26.179828767123286,0.3322358447488584,145.21803652968038,71.51826484018265
1991, Davao del Sur,1,24.66582191780822,82.8925799086758,21.31650684931507,0.16921232876712328,967.7009703196347,52.59714611872146,0.15788698630136985,0.594708904109589,6.23148401826484,177.9974885844749,19.01307077625571,25.88651826484018,0.33952990867579913,138.02579908675798,76.08150684931506
