,Year,Location,Production (mt),Area (ha),Yield (mt/ha),weathercode (wmo code),temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),rain (mm),surface_pressure (hPa),cloudcover (%),et0_fao_evapotranspiration (mm),vapor_pressure_deficit (kPa),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),direct_radiation (W/m²),diffuse_radiation (W/m²)
459,2020,DAVAO ORIENTAL,1086.29,1234.0,0.8802998379254456,1,26.939344262295084,85.23861566484517,24.196948998178502,0.3092326958105647,1007.9535063752276,55.911771402550094,0.1533025956284152,0.5376013205828779,5.835883424408014,154.5974499089253,18.2871470856102,27.71771402550091,0.4302380464480874,145.39298724954463,68.32081056466302
460,2021,DAVAO ORIENTAL,1063.32,1234.0,0.8616855753646677,1,26.90254566210045,86.37191780821918,24.39599315068493,0.3954566210045662,1007.2129223744292,57.20479452054794,0.1476187214611872,0.4951301369863014,5.4042808219178085,170.46278538812786,17.878995433789953,27.52162100456621,0.464076598173516,134.85399543378995,71.2148401826484
461,2022,DAVAO ORIENTAL,0.0,1234.0,0.0,51,26.786518264840183,86.44075342465753,24.29407534246576,0.4158904109589041,1007.0260844748858,60.260730593607306,0.1436586757990867,0.4894041095890411,5.503447488584475,166.45365296803652,16.762214611872146,27.38230593607306,0.457827397260274,127.06792237442924,73.71130136986301
462,1990,CITY OF DAVAO,7007.71,5620.0,1.246923487544484,1,26.57634703196347,80.71712328767123,22.8228196347032,0.1091095890410958,1009.2781621004564,47.33869863013699,0.1660616438356164,0.7108333333333333,9.439577625570776,209.11769406392693,19.737899543379,27.757054794520545,0.3128747716894977,146.00810502283105,69.23116438356165
463,1991,CITY OF DAVAO,7110.4,5639.0,1.2609327895016846,1,26.46845890410959,80.52043378995434,22.690034246575344,0.1197716894977169,1009.5640410958904,48.93755707762557,0.1641997716894977,0.7116552511415526,9.370650684931508,217.92465753424656,19.693664383561643,27.55980593607305,0.2906460045662101,140.2412100456621,73.2087899543379
464,1992,CITY OF DAVAO,6303.5,5639.0,1.1178400425607378,1,26.447313296903463,79.99419398907104,22.53401639344262,0.1094489981785063,1009.904633424408,44.54667577413479,0.166379781420765,0.7336760018214936,8.730999544626595,213.1321721311476,18.948098816029145,28.03164845173042,0.2703975409836066,143.0443989071038,73.37921220400729
465,1993,CITY OF DAVAO,6453.1,5644.0,1.143355776045358,1,26.211392694063925,82.3818493150685,22.839303652968034,0.1647031963470319,1009.7232305936074,49.48698630136986,0.1560570776255707,0.6340833333333333,8.509954337899543,216.7115296803653,18.284908675799084,27.102305936073066,0.339173401826484,136.2533105022831,71.66792237442922
466,1994,CITY OF DAVAO,6542.34,5544.0,1.1800757575757577,1,26.385570776255708,81.42956621004566,22.814954337899543,0.1255707762557077,1009.3766780821916,49.48561643835617,0.1600045662100456,0.6748789954337899,8.53420091324201,210.86495433789955,18.864406392694065,27.270924657534245,0.3369980593607306,140.65102739726026,70.50913242009132
467,1995,CITY OF DAVAO,6534.39,5690.0,1.1483989455184536,1,26.31617579908676,82.15399543378996,22.886130136986303,0.1852054794520548,1009.3263470319636,52.44223744292238,0.1534417808219178,0.6466221461187215,8.625296803652969,219.7657534246576,18.60584474885845,27.36649543378996,0.3173126712328767,129.22922374429223,72.43116438356165
468,1996,CITY OF DAVAO,6546.79,5610.0,1.1669857397504455,51,26.12604735883425,83.70617030965391,23.046857923497267,0.2309426229508196,1008.619717668488,56.32354280510018,0.1488183060109289,0.5818533697632058,8.52554644808743,181.88945810564664,17.601070127504553,27.010644353369763,0.3795072859744991,124.852572859745,73.26571038251366
469,1997,CITY OF DAVAO,6600.25,5612.0,1.1760958660014256,1,26.18796803652968,82.27351598173516,22.8136301369863,0.1685958904109589,1010.3634246575342,50.387442922374426,0.1585034246575342,0.6339246575342466,8.996312785388128,217.8938356164384,19.256164383561643,27.055513698630136,0.35066700913242,144.38824200913243,67.2623287671233
470,1998,CITY OF DAVAO,6545.46,5612.0,1.1663328581610837,1,26.75810502283105,80.66050228310502,22.980776255707763,0.1943949771689498,1010.0763698630136,48.9208904109589,0.160593607305936,0.720304794520548,8.216803652968036,221.8825342465753,18.39425799086758,28.07033105022831,0.2823009132420091,140.25182648401827,68.93710045662101
471,1999,CITY OF DAVAO,6618.91,5612.0,1.1794208838203848,1,26.00164383561644,84.25513698630137,23.04825342465753,0.2719634703196347,1008.557214611872,58.58139269406393,0.1379429223744292,0.5563698630136986,7.61730593607306,216.16849315068487,17.145182648401825,26.817511415525114,0.3943385844748858,109.07956621004566,75.03755707762556
472,2000,CITY OF DAVAO,6738.7,5612.0,1.2007662152530292,1,26.036145264116577,84.40903916211293,23.119171220400727,0.2185450819672131,1008.3658014571948,56.46812386156648,0.1380214025500911,0.5513376593806921,7.715698998178506,209.58925318761385,17.378460837887065,26.78085154826958,0.3887709471766848,109.06523224043715,76.12147085610201
473,2001,CITY OF DAVAO,6350.94,5612.0,1.131671418389166,1,26.313561643835616,83.09041095890412,23.11269406392694,0.1576141552511415,1008.5910388127854,52.7439497716895,0.1477328767123288,0.6086438356164384,8.268093607305936,207.53013698630136,18.281906392694065,27.063858447488585,0.3652873287671233,120.99714611872146,74.97465753424657
474,2002,CITY OF DAVAO,6166.21,5331.0,1.1566704183080097,1,26.461084474885844,81.07888127853882,22.811004566210045,0.1231506849315068,1009.4650799086758,49.81700913242009,0.1596849315068493,0.6898436073059361,9.03582191780822,212.7147260273973,19.317100456621,27.30638127853881,0.3352956621004566,139.09714611872147,69.2791095890411
475,2003,CITY OF DAVAO,6154.01,5278.0,1.1659738537324744,1,26.403710045662105,81.86723744292237,22.92324200913242,0.1643036529680365,1009.3293150684932,54.51415525114155,0.152337899543379,0.6597819634703196,8.878561643835615,209.3181506849315,18.99890410958904,27.36401826484018,0.3288118721461187,125.66700913242008,72.69680365296804
476,2004,CITY OF DAVAO,6069.65,5278.0,1.1499905267146646,1,26.709437613843352,80.5129781420765,22.940277777777776,0.1231898907103825,1009.0350068306012,49.69546903460838,0.1619376138433515,0.7220571493624772,8.513319672131148,200.25569216757745,18.499442167577413,27.543602003642988,0.3159544626593807,140.06671220400727,70.83014571948998
477,2005,CITY OF DAVAO,6183.35,5229.0,1.1825109963664182,1,26.570799086758,80.75707762557077,22.8328196347032,0.1800114155251141,1009.4360273972602,53.943949771689496,0.1550753424657534,0.7071118721461187,8.453881278538812,207.1074200913242,18.519041095890408,27.75101598173516,0.2968570776255707,126.97705479452055,72.53344748858447
478,2006,CITY OF DAVAO,6127.43,5203.0,1.177672496636556,1,26.54294520547945,81.53321917808219,23.00442922374429,0.1470091324200913,1009.1407876712328,50.571917808219176,0.1549337899543379,0.6749794520547945,8.348470319634703,208.8996575342466,18.497648401826485,27.24101598173516,0.353264497716895,131.90707762557076,71.76118721461187
479,2007,CITY OF DAVAO,3582.54,5150.0,0.6956388349514563,1,26.43787671232877,82.24703196347032,23.04012557077625,0.1968264840182648,1008.6967351598174,54.67557077625571,0.1500525114155251,0.6459429223744292,8.508356164383562,209.3176940639269,18.493892694063927,27.25722602739726,0.3590442922374429,124.04474885844748,72.71404109589041
480,2008,CITY OF DAVAO,3364.51,5150.0,0.6533029126213593,1,26.122563752276868,83.72244990892531,23.0533014571949,0.2055100182149362,1008.7047586520948,55.73292349726776,0.1424055100182149,0.5796129326047359,7.619182604735883,211.55134335154827,17.117679872495447,26.93118169398907,0.386007058287796,116.7992941712204,73.80794626593807
481,2009,CITY OF DAVAO,2938.26,5150.0,0.5705359223300971,1,26.49988584474886,82.66986301369863,23.21044520547945,0.1825570776255707,1008.5187328767124,53.18527397260274,0.1502180365296803,0.630304794520548,7.91041095890411,198.18310502283103,17.719246575342467,27.177842465753425,0.3806799086757991,126.45559360730594,72.75650684931507
482,2010,CITY OF DAVAO,2593.65,4597.0,0.5642049162497281,1,26.66985159817352,81.36312785388128,23.07938356164384,0.2265753424657534,1009.2088812785388,53.68093607305936,0.1525433789954338,0.6870296803652968,8.158093607305936,224.8874429223744,17.796358447488586,27.47488584474885,0.3255247716894977,128.64280821917808,69.67545662100457
483,2011,CITY OF DAVAO,2277.7,4237.0,0.537573755015341,1,26.18365296803653,84.18219178082192,23.223767123287672,0.2145205479452054,1008.3114155251142,58.06883561643836,0.1394223744292237,0.5619874429223745,8.051609589041096,207.31335616438355,17.508196347031962,26.93351598173516,0.3944837899543378,109.44840182648402,76.39977168949771
484,2012,CITY OF DAVAO,2093.22,4236.0,0.4941501416430594,1,26.31056466302368,83.16359289617486,23.131523224043715,0.1773337887067395,1008.7063638433516,55.16939890710383,0.1454667577413479,0.6039230418943533,8.25521402550091,212.09232695810564,18.066029143898,27.042770947176685,0.3771492486338798,119.9377276867031,73.25500910746813
485,2013,CITY OF DAVAO,1999.19,4158.0,0.4808056758056758,1,26.422614155251143,82.97317351598174,23.19656392694064,0.2219406392694064,1008.802899543379,56.85536529680365,0.1424714611872146,0.6165091324200913,8.004098173515981,211.87648401826485,17.319908675799088,27.103641552511416,0.3655085616438356,114.6769406392694,72.89977168949771
486,2014,CITY OF DAVAO,1946.99,4156.0,0.4684769008662175,1,26.45203196347032,82.70239726027397,23.16700913242009,0.1955136986301369,1009.049098173516,53.57876712328767,0.1503618721461187,0.6260547945205479,8.50505707762557,197.74406392694064,18.22404109589041,27.196940639269407,0.3708415525114155,125.89657534246577,72.08801369863014
487,2015,CITY OF DAVAO,1882.01,3408.0,0.5522329812206572,1,26.592077625570777,81.10422374429224,22.953584474885844,0.1593264840182648,1010.031997716895,49.51141552511415,0.1619577625570776,0.6911963470319635,9.58117579908676,206.5035388127854,19.648835616438355,27.551050228310505,0.3297313926940639,144.26495433789955,66.837100456621
488,2016,CITY OF DAVAO,1840.77,3408.0,0.5401320422535211,1,27.065698998178508,80.45696721311475,23.25523679417122,0.1520036429872495,1009.5764571948998,49.77777777777778,0.1594968123861566,0.7392372495446266,8.221129326047357,206.79007285974492,17.850648907103825,28.158128415300546,0.3024903233151184,134.11885245901638,70.91040528233151
489,2017,CITY OF DAVAO,1658.09,2770.0,0.5985884476534296,1,26.518276255707764,83.65856164383561,23.43980593607306,0.2693949771689498,1008.942796803653,56.61335616438356,0.1409280821917808,0.5924269406392694,8.29224885844749,205.65490867579908,17.918321917808218,27.200422374429227,0.3915256849315068,110.44223744292238,74.95947488584476
490,2018,CITY OF DAVAO,1601.73,2770.0,0.5782418772563177,1,26.968687214611872,80.5642694063927,23.209486301369864,0.1250684931506849,1008.8368150684933,49.150228310502285,0.1613561643835616,0.729107305936073,8.43513698630137,197.32796803652968,18.26324200913242,27.6631392694064,0.3360497716894977,139.08561643835617,70.11312785388128
491,2019,CITY OF DAVAO,1570.55,2750.0,0.5711090909090909,1,26.759440639269407,80.67294520547945,23.01633561643836,0.1680479452054794,1009.8454109589042,48.945433789954336,0.1642260273972602,0.7149897260273973,9.448059360730594,205.4969178082192,19.413504566210044,27.585490867579907,0.3335977168949771,143.06141552511414,68.77671232876712
492,2020,CITY OF DAVAO,1628.22,2750.0,0.59208,1,26.95630692167577,80.8917349726776,23.23070355191257,0.1992486338797814,1009.5394808743172,51.74612932604736,0.1558743169398907,0.7207912112932605,8.523633879781421,210.51889799635703,18.12991803278689,27.82824453551913,0.3175598816029144,129.4335154826958,69.50011384335154
493,2021,CITY OF DAVAO,1692.93,2750.0,0.6156109090909091,1,26.62529680365297,83.29372146118722,23.45947488584475,0.2377853881278538,1008.939589041096,54.1986301369863,0.1460376712328767,0.6129646118721461,7.811506849315069,206.3017123287671,17.206392694063926,27.30675799086758,0.3898673515981735,119.60125570776256,72.44189497716896
494,2022,CITY OF DAVAO,0.0,2750.0,0.0,51,26.57769406392694,83.07180365296804,23.363230593607305,0.2466780821917808,1008.6974771689498,57.2662100456621,0.1414143835616438,0.619291095890411,8.16654109589041,183.04018264840184,16.713481735159817,27.144965753424657,0.3803179223744292,108.93390410958904,75.75422374429223
495,1990,COTABATO,495.98,977.0,0.5076560900716479,1,26.701244292237444,82.68527397260274,23.36162100456621,0.1660844748858447,1009.4535273972604,45.6162100456621,0.1635342465753424,0.6455091324200913,5.091974885844748,193.17385844748856,16.6162899543379,28.35909817351598,0.345856506849315,155.91027397260274,67.087100456621
496,1991,COTABATO,493.33,982.0,0.5023727087576375,1,26.573116438356163,82.52214611872147,23.20602739726027,0.1451940639269406,1009.7013127853882,45.451369863013696,0.1630422374429223,0.6449349315068493,5.136061643835617,193.8082191780822,16.569372146118724,28.192682648401824,0.3433724885844749,152.50570776255708,70.47283105022831
497,1992,COTABATO,518.59,982.0,0.5280957230142567,1,26.59839480874317,81.91120218579235,23.069489981785065,0.1535974499089253,1009.9913137522768,44.10655737704918,0.1656045081967213,0.6743556466302368,4.995264116575592,190.97666211293264,16.175387067395263,28.391450364298723,0.330973019125683,153.05487249544626,72.05692167577413
498,1993,COTABATO,544.95,982.0,0.554938900203666,1,26.3748401826484,84.17203196347032,23.377123287671232,0.1823287671232877,1009.8821118721462,48.3351598173516,0.1592157534246575,0.5745913242009133,4.535810502283105,194.73618721461187,15.104942922374429,27.970171232876712,0.3771812785388128,148.78995433789953,70.48972602739725
499,1994,COTABATO,546.29,990.0,0.5518080808080807,1,26.36873287671233,83.97146118721462,23.32735159817352,0.174269406392694,1009.6971347031964,50.01598173515982,0.1571563926940639,0.5839543378995433,4.963424657534246,198.73356164383563,15.865833333333336,27.83866438356165,0.3723948630136986,147.59486301369864,69.14303652968036
500,1995,COTABATO,551.28,1050.0,0.5250285714285714,1,26.580924657534247,83.43698630136986,23.407020547945205,0.2144520547945205,1009.4071575342464,50.8054794520548,0.1598789954337899,0.6128162100456621,4.401164383561643,180.65262557077625,14.844771689497716,28.219657534246576,0.3641550228310502,149.26335616438357,68.99760273972603
501,1996,COTABATO,620.3,1400.0,0.4430714285714285,1,26.30401867030965,84.99328324225866,23.481102003642988,0.2525500910746812,1008.8565687613844,55.16359289617486,0.1524168943533697,0.5435109289617486,4.466757741347905,226.925660291439,13.352777777777778,27.83011156648452,0.4028232012750455,138.25489526411658,71.73747723132969
502,1997,COTABATO,738.5,1403.0,0.5263720598717035,1,26.4274200913242,83.52694063926941,23.29644977168949,0.1497602739726027,1010.5174771689498,48.329109589041096,0.1610616438356164,0.6015365296803653,4.75310502283105,193.96712328767123,15.518504566210046,27.96365296803653,0.3746498858447488,154.662100456621,66.55582191780822
503,1998,COTABATO,715.67,1403.0,0.5100997861724875,1,27.235856164383563,80.44942922374429,23.323070776255708,0.177945205479452,1009.9310273972604,43.773744292237446,0.1747317351598173,0.7649657534246576,4.803744292237443,168.00833333333333,16.131107305936073,29.25107305936073,0.3353747716894977,166.53630136986305,64.98196347031964
504,1999,COTABATO,890.0,1039.0,0.8565928777670837,1,26.189269406392693,85.3681506849315,23.45659817351598,0.2846461187214611,1008.8449657534248,56.65445205479452,0.1494543378995433,0.5252134703196347,4.148938356164384,178.3788812785388,13.455422374429224,27.71898401826484,0.4087479452054794,132.17922374429224,73.68184931506849
505,2000,COTABATO,834.52,1926.0,0.4332917964693665,1,26.31612021857924,84.98884335154827,23.505122950819672,0.2422700364298725,1008.6548611111112,53.880692167577415,0.1504690346083788,0.5419888433515483,4.3031648451730415,183.4375,13.65277777777778,27.77011612021858,0.4035914162112932,132.57399817850637,74.37932604735883
506,2001,COTABATO,889.76,2425.0,0.3669113402061855,1,26.40176940639269,84.77351598173516,23.54156392694064,0.2342009132420091,1008.9507534246576,52.33413242009132,0.1527705479452054,0.5529623287671233,4.613493150684931,192.63447488584475,14.652077625570776,27.87115296803653,0.4006425799086758,137.57214611872146,72.67831050228311
507,2002,COTABATO,870.06,2426.12,0.3586219972631197,1,26.6326598173516,82.85924657534247,23.351198630136988,0.1699429223744292,1009.6575342465752,47.153424657534245,0.1610216894977169,0.6335114155251143,4.883242009132419,193.64874429223744,15.86810502283105,28.08384703196347,0.3646781963470319,153.66107305936072,66.18961187214612
508,2003,COTABATO,1067.51,2426.12,0.4400070895091751,1,26.51036529680365,83.91735159817351,23.46452054794521,0.2190410958904109,1009.5659703196347,53.38230593607306,0.1528390410958904,0.5870821917808219,4.653264840182648,195.1351598173516,15.283687214611874,28.069657534246577,0.3662253424657534,137.2639269406393,71.26735159817352
509,2004,COTABATO,1249.29,2545.0,0.4908801571709233,1,26.51969489981785,84.32843806921676,23.563592896174864,0.184733606557377,1009.3833674863388,50.87112932604736,0.1560746812386156,0.5732946265938069,4.888274134790528,203.87044626593809,16.064275956284153,28.01390027322405,0.3741607468123861,145.9011839708561,68.93226320582878
510,2005,COTABATO,2511.48,2645.0,0.9495198487712664,1,26.60059360730594,83.47180365296803,23.442922374429223,0.2372146118721461,1009.6232191780822,52.08767123287672,0.1549098173515981,0.6097648401826484,4.45244292237443,194.4689497716895,15.076792237442923,28.186347031963468,0.367697602739726,140.3609589041096,70.32431506849315
511,2006,COTABATO,2134.85,2380.0,0.8969957983193277,1,26.504554794520548,84.14577625570776,23.504235159817352,0.1981164383561643,1009.4332534246576,49.9648401826484,0.1547785388127854,0.5810776255707762,4.831141552511416,195.99737442922373,15.786278538812784,27.86642694063927,0.3882675799086758,142.83367579908676,69.72614155251142
512,2007,COTABATO,1780.81,2370.0,0.7513966244725738,1,26.57324200913242,84.22477168949771,23.58989726027397,0.243458904109589,1008.8895205479452,52.27614155251142,0.1532248858447488,0.5789406392694064,4.462123287671233,190.48196347031964,14.957340182648402,28.0305593607306,0.3918149543378995,137.68892694063928,71.77979452054795
513,2008,COTABATO,1673.44,2360.0,0.7090847457627119,1,26.368693078324227,84.50147996357013,23.445412112932605,0.2367486338797814,1008.883891165756,52.717213114754095,0.1534403460837887,0.5637989526411658,4.317770947176685,180.01901183970855,14.503904826958106,27.811612021857925,0.4083351548269581,138.86873861566485,71.45218579234972
514,2009,COTABATO,1773.92,2010.0,0.8825472636815921,1,26.55125570776256,84.64440639269407,23.66583333333333,0.2481164383561643,1008.885593607306,52.25342465753425,0.1504783105022831,0.5612865296803653,4.821095890410959,199.34212328767123,15.590525114155252,27.919269406392694,0.3986856164383561,134.6090182648402,71.73527397260274
515,2010,COTABATO,1735.65,1910.0,0.908717277486911,1,27.007465753424658,82.50399543378995,23.623584474885845,0.2084931506849315,1009.1566210045662,48.746347031963474,0.1643493150684931,0.664527397260274,4.231232876712329,165.84486301369864,14.679280821917809,28.59212328767123,0.3631851598173516,154.95662100456622,66.78949771689497
516,2011,COTABATO,1721.23,1855.0,0.9278867924528302,1,26.35446347031964,85.37123287671233,23.627214611872144,0.2746689497716895,1008.6190867579908,56.67248858447488,0.1445947488584475,0.527541095890411,4.141609589041096,191.2156392694064,13.915502283105024,27.757488584474885,0.4119045662100457,122.34623287671234,75.94737442922374
517,2012,COTABATO,1776.04,1895.0,0.9372242744063324,1,26.4354849726776,84.45560109289617,23.51065573770492,0.2700591985428051,1008.9920309653916,52.85097905282331,0.1497916666666666,0.5651024590163934,4.727709471766849,191.19956739526413,15.264651639344264,27.78238843351548,0.4035504326047359,133.77379326047358,71.757058287796
518,2013,COTABATO,1816.79,1900.0,0.9562052631578948,1,26.50563926940639,84.73344748858447,23.632214611872147,0.2981506849315068,1009.074600456621,55.80296803652968,0.1474417808219178,0.5584965753424658,4.373390410958904,188.1283105022831,14.03788812785388,27.8275799086758,0.4041883561643836,130.6527397260274,70.7447488584475
519,2014,COTABATO,1826.62,1900.0,0.961378947368421,1,26.494349315068494,84.61575342465754,23.60892694063927,0.2382648401826483,1009.3696004566208,54.595205479452055,0.1477031963470319,0.5583253424657535,4.525947488584476,202.49018264840183,14.531997716894978,27.857317351598173,0.3963002283105023,130.2101598173516,71.88230593607305
520,2015,COTABATO,1840.53,1902.0,0.9676813880126184,1,26.679874429223744,83.09440639269407,23.45187214611872,0.2381849315068493,1010.203892694064,48.60148401826484,0.1573904109589041,0.6243595890410959,4.717705479452055,197.71449771689493,15.361392694063923,28.15665525114155,0.3631684931506849,148.76586757990867,65.73710045662101
521,2016,COTABATO,1252.59,1850.0,0.6770756756756756,1,27.22002504553734,82.23337887067396,23.76459471766849,0.2342554644808743,1009.6703779599272,49.39059653916211,0.162007058287796,0.6830988160291439,4.706329690346084,191.51525500910748,15.509118852459016,28.865004553734064,0.3552955373406193,147.67281420765028,69.05373406193078
522,2017,COTABATO,1284.82,1845.0,0.696379403794038,1,26.689520547945207,84.74931506849315,23.82938356164384,0.2804566210045662,1009.2135844748858,55.12283105022832,0.1458926940639269,0.558648401826484,4.431141552511416,192.01061643835607,14.28593607305936,28.062408675799087,0.4084937214611872,124.63196347031965,73.97602739726027
523,2018,COTABATO,1094.8,1678.0,0.6524433849821215,1,26.88160958904109,83.57591324200914,23.76599315068493,0.1885273972602739,1009.1387442922374,48.21084474885845,0.1590034246575342,0.6119828767123288,4.828344748858448,204.7665525114155,15.686438356164384,28.29769406392694,0.3867552511415525,148.48504566210045,68.69566210045662
524,2019,COTABATO,910.61,1450.0,0.6280068965517241,1,26.90964611872146,82.37465753424658,23.528812785388126,0.168607305936073,1009.9603082191782,46.82591324200913,0.1613778538812785,0.656829908675799,5.153675799086757,204.5184931506849,16.460068493150686,28.34525114155251,0.3639920091324201,150.8505707762557,67.26883561643835
525,2020,COTABATO,729.88,1200.0,0.6082333333333333,1,27.02057149362477,82.43989071038251,23.631648451730417,0.259927140255009,1009.5568078324226,49.454804189435336,0.1586737249544626,0.664507058287796,4.49174635701275,185.56318306010928,14.947677595628416,28.62729963570128,0.3586974043715846,145.31864754098362,67.56466302367942
526,2021,COTABATO,593.02,1050.0,0.5647809523809524,1,26.677100456621005,84.39303652968036,23.739463470319635,0.2652625570776255,1009.188607305936,53.06027397260274,0.1503744292237442,0.5733538812785388,4.402602739726028,189.3101598173516,14.279486301369865,28.082557077625573,0.4050666666666667,133.8283105022831,71.31449771689498
527,2022,COTABATO,0.0,850.0,0.0,1,26.6281392694064,84.43664383561644,23.69721461187215,0.2942123287671233,1008.8728767123288,54.94623287671233,0.1485799086757991,0.5705844748858447,4.375045662100457,215.87899543378995,13.263310502283106,28.01891552511416,0.4065906392694063,128.5148401826484,74.05753424657534
528,1990,SARANGANI,104.19,108.0,0.964722222222222,1,22.775947488584475,86.57545662100456,20.25004566210045,0.2245547945205479,940.7552511415524,56.86095890410959,0.1538767123287671,0.4125490867579908,3.265159817351598,191.6771689497717,15.776027397260274,24.39135844748858,0.3559321917808219,150.0010273972603,72.62271689497717
529,1991,SARANGANI,102.65,119.0,0.8626050420168068,1,22.75650684931507,85.61449771689497,20.031324200913243,0.1953881278538812,940.9440068493152,55.95513698630137,0.1540993150684931,0.4416872146118721,3.138892694063927,180.4446347031964,15.156073059360732,24.4249200913242,0.3244603881278539,146.4189497716895,75.89474885844749
530,1992,SARANGANI,106.35,131.0,0.8118320610687022,1,22.72849499089253,84.89139344262296,19.829086976320585,0.2126821493624772,941.1969489981784,54.55020491803279,0.1547199453551912,0.4676571038251366,3.1662226775956284,180.583674863388,15.48016848816029,24.44341985428051,0.3208037340619308,144.21812386156648,77.8743169398907
531,1993,SARANGANI,112.83,144.0,0.7835416666666667,1,22.45263698630137,87.93664383561644,20.21686073059361,0.2565525114155251,941.0499885844748,60.81130136986302,0.1488949771689497,0.3626312785388128,2.8574657534246577,192.0181506849315,14.032591324200911,24.07601598173516,0.3761972602739726,140.3071917808219,76.13036529680365
532,1994,SARANGANI,85.99,144.0,0.5971527777777778,1,22.51210045662101,87.35011415525115,20.160285388127853,0.2359931506849315,940.8748173515984,60.4041095890411,0.1496426940639269,0.3818413242009132,2.9450684931506848,200.9262557077625,15.05648401826484,24.06607305936073,0.366829794520548,143.07853881278538,74.24143835616438
533,1995,SARANGANI,105.66,144.0,0.73375,51,22.64324200913242,87.450799086758,20.2927397260274,0.2956963470319635,940.6508105022832,63.48858447488585,0.1474417808219178,0.3833413242009132,2.9337442922374426,181.3993150684932,14.605570776255709,24.26769406392694,0.368532305936073,136.96050228310503,75.78949771689497
534,1996,SARANGANI,167.58,144.0,1.16375,51,22.44611794171221,88.77037795992715,20.39053961748634,0.3285405282331512,940.075808287796,68.40698998178506,0.1426593806921676,0.3361555100182149,2.7838456284153006,190.161543715847,13.349635701275044,23.999635701275043,0.3952211976320583,128.6531193078324,77.91279599271402
535,1997,SARANGANI,158.26,144.0,1.0990277777777775,1,22.48049086757991,87.40958904109588,20.160913242009133,0.2146803652968036,941.6506735159818,60.653538812785385,0.1510410958904109,0.3763721461187214,2.835684931506849,190.0010273972603,14.132956621004563,24.072922374429226,0.3672198630136986,145.56883561643835,73.9046803652968
536,1998,SARANGANI,211.12,144.0,1.4661111111111111,1,23.248847031963468,83.49509132420091,19.98060502283105,0.2960616438356164,941.3372831050228,56.204109589041096,0.1565433789954337,0.5342762557077626,3.250342465753425,157.25022831050228,15.70224885844749,25.03770547945205,0.321615296803653,149.3494292237443,71.21255707762558
537,1999,SARANGANI,211.33,144.0,1.4675694444444445,51,22.316689497716897,89.26735159817352,20.365342465753425,0.3605365296803653,939.9893607305936,71.95034246575342,0.1370593607305936,0.3180399543378995,2.739920091324201,203.9829908675799,14.351438356164383,23.82552511415525,0.4011868721461187,118.97899543378996,79.32214611872146
538,2000,SARANGANI,153.7,144.0,1.067361111111111,51,22.37391848816029,89.24601548269581,20.41989981785064,0.3212659380692167,939.8535632969036,69.72324681238615,0.1377891621129326,0.3188763661202186,2.755658014571949,203.7799408014572,14.645901639344263,23.83853597449909,0.4022864298724954,118.76070127504552,80.6421903460838
539,2001,SARANGANI,173.74,144.0,1.206527777777778,2,22.50611872146119,88.56815068493151,20.415570776255706,0.285,940.1757420091324,66.04703196347032,0.1424920091324201,0.3420833333333333,2.884646118721461,208.8586757990868,14.772374429223744,24.007454337899546,0.3982777397260274,128.41826484018264,78.05833333333334
540,2002,SARANGANI,172.7,144.0,1.1993055555555554,1,22.631221461187213,87.19828767123288,20.25231735159817,0.2345890410958904,940.900399543379,57.90148401826484,0.1514611872146118,0.3879805936073059,2.954988584474886,197.1601598173516,14.665228310502282,24.188995433789955,0.371686301369863,147.3351598173516,72.44771689497716
541,2003,SARANGANI,121.83,144.0,0.8460416666666667,1,22.555399543379,88.35045662100457,20.412979452054795,0.3009132420091324,940.78450913242,64.22009132420091,0.1437454337899543,0.3506415525114155,2.9483333333333337,200.6485159817352,14.603059360730594,24.12778538812785,0.385849200913242,131.74166666666667,76.34360730593608
542,2004,SARANGANI,153.4,230.0,0.6669565217391304,1,22.61212431693989,88.24453551912568,20.451810109289617,0.2505122950819672,940.6285860655738,60.40459927140255,0.1479826958105646,0.3551286429872495,3.046322859744991,202.5662568306011,14.932661657559198,24.187317850637523,0.3777204007285974,140.6870446265938,74.30122950819673
543,2005,SARANGANI,187.9,300.0,0.6263333333333333,51,22.63906392694064,87.88915525114155,20.386929223744293,0.2769520547945205,940.8458904109588,63.042808219178085,0.1442043378995433,0.3680696347031963,3.026255707762557,187.95148401826484,14.67461187214612,24.249828767123287,0.3734996575342466,131.3785388127854,76.80388127853881
544,2006,SARANGANI,205.0,300.0,0.6833333333333333,1,22.58898401826484,88.13276255707763,20.40961187214612,0.26412100456621,940.6685730593608,61.214497716894975,0.1443013698630137,0.3571529680365297,2.819132420091324,197.1646118721461,14.712328767123289,24.05211187214612,0.3900611872146119,133.02157534246575,75.82431506849315
545,2007,SARANGANI,211.0,302.0,0.6986754966887417,51,22.659098173515986,88.26358447488585,20.498242009132422,0.3052283105022831,940.1899429223744,63.645890410958906,0.1428116438356164,0.3552888127853881,2.963493150684932,191.7429223744292,14.921358447488585,24.205616438356166,0.3849631278538812,129.91849315068492,76.36723744292237
