,Year,Location,Production (mt),Area (ha),Yield (mt/ha),weathercode (wmo code),temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),rain (mm),surface_pressure (hPa),cloudcover (%),et0_fao_evapotranspiration (mm),vapor_pressure_deficit (kPa),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),direct_radiation (W/m²),diffuse_radiation (W/m²)
179,2004,CAMIGUIN,27.72,34.0,0.8152941176470588,1,27.06268214936248,82.36760018214936,23.76827185792349,0.166905737704918,1008.0733378870672,42.80862932604736,0.1800147996357012,0.6383549635701276,18.147222222222226,141.92178961748633,26.99907786885246,27.859744990892533,0.3240804872495446,170.26741803278688,65.75842440801458
180,2005,CAMIGUIN,28.66,41.0,0.6990243902439024,1,27.062488584474885,81.7898401826484,23.65146118721461,0.211107305936073,1008.4274543378996,43.43481735159818,0.1778470319634703,0.6590753424657534,17.322648401826484,128.80399543378996,25.980376712328766,28.049805936073057,0.2800140410958904,166.56575342465754,65.63561643835617
181,2006,CAMIGUIN,23.43,36.5,0.6419178082191781,1,27.24109589041096,81.51449771689498,23.76952054794521,0.1778196347031963,1008.0481621004568,42.2054794520548,0.1805216894977169,0.6760376712328767,18.5036080736801,132.46472602739726,28.265776255707763,27.99542237442922,0.3107334474885845,164.11278538812786,66.42294520547945
182,2007,CAMIGUIN,20.28,32.0,0.63375,1,27.262865296803653,81.38424657534246,23.76275114155252,0.1993036529680365,1007.6036301369865,44.53538812785388,0.1793413242009132,0.6820536529680366,17.47574200913242,133.7134703196347,26.192853881278538,28.23035388127854,0.2953623287671232,161.75376712328767,67.19817351598174
183,2008,CAMIGUIN,18.62,31.0,0.6006451612903226,1,27.118715846994533,81.82081056466302,23.71326275045537,0.2227459016393442,1007.5066598360656,45.963342440801455,0.1769990892531876,0.6595343806921676,16.35013661202186,130.73428961748633,24.80256147540984,27.86444672131148,0.325159266848816,161.95901639344262,67.88035063752277
184,2009,CAMIGUIN,15.46,29.0,0.5331034482758621,1,27.209897260273973,81.79646118721462,23.792477168949773,0.2476940639269406,1007.4741666666666,45.73436073059361,0.1758276255707762,0.6657945205479452,18.5036080736801,146.49988584474886,27.80917808219178,28.00996575342465,0.2987924657534246,155.79269406392694,67.61358447488584
185,2010,CAMIGUIN,12.65,26.0,0.4865384615384615,1,27.465228310502283,81.34383561643835,23.955776255707764,0.1670890410958904,1008.0673287671234,41.36369863013699,0.1849166666666666,0.6906267123287672,16.20107305936073,109.89429223744293,24.52051369863014,28.475673515981736,0.2822245433789954,176.78938356164383,63.9351598173516
186,2011,CAMIGUIN,10.66,25.0,0.4264,1,27.03809360730594,82.80456621004566,23.836826484018264,0.293162100456621,1007.1879680365296,50.74988584474886,0.1681940639269406,0.6209920091324201,17.668139269406392,132.6535388127854,26.549714611872147,27.626278538812787,0.3560047945205479,145.8760273972603,72.44006849315069
187,2012,CAMIGUIN,8.63,23.0,0.3752173913043478,1,27.238479052823315,81.43214936247723,23.749521857923497,0.1546903460837887,1007.525523679417,43.42987249544627,0.181080373406193,0.6784278233151184,18.5036080736801,138.2992941712204,28.22237021857924,28.090892531876136,0.2919156420765027,163.94899817850637,67.02208561020036
188,2013,CAMIGUIN,8.15,22.5,0.3622222222222222,1,27.24283105022831,81.89006849315068,23.842979452054795,0.2272146118721461,1007.69600456621,47.43778538812786,0.1754006849315068,0.663365296803653,17.70813926940639,123.57294520547946,26.46449771689498,27.92704337899543,0.3393091324200913,156.40045662100457,68.02066210045662
189,2014,CAMIGUIN,7.34,22.0,0.3336363636363636,1,27.008858447488585,82.32454337899543,23.70236301369863,0.4038356164383561,1008.1022602739728,49.71232876712329,0.1695308219178082,0.6382762557077626,17.773641552511418,142.2294520547945,26.80899543378996,27.585753424657536,0.3669441780821917,149.1357305936073,68.03287671232877
190,2015,CAMIGUIN,6.9,21.25,0.3247058823529412,1,27.11259132420092,81.63162100456621,23.668458904109592,0.1852168949771689,1009.0017579908676,39.93961187214612,0.1822328767123288,0.6658869863013699,18.07304794520548,134.36221461187213,26.83747716894977,27.987020547945203,0.3233208904109589,173.19075342465754,63.416324200913245
191,2016,CAMIGUIN,5.03,21.0,0.2395238095238095,1,27.549066484517304,81.65482695810564,24.095241347905283,0.1684312386156648,1008.48712431694,38.8882058287796,0.1858561020036429,0.6825933515482695,17.96322859744991,129.1830601092896,26.397074225865207,28.592816484517304,0.2866917122040073,174.5869763205829,64.4011839708561
192,2017,CAMIGUIN,4.79,20.5,0.2336585365853658,1,27.318789954337905,82.77705479452055,24.10510273972603,0.2805365296803653,1007.9172031963468,49.87557077625571,0.1701301369863013,0.6326404109589041,16.796974885844747,138.4950913242009,25.90450913242009,27.88559360730593,0.3677986301369863,147.9683789954338,71.3857305936073
193,2018,CAMIGUIN,4.33,19.0,0.2278947368421052,1,27.484474885844747,81.18116438356165,23.932397260273973,0.1889497716894977,1007.824178082192,42.56769406392694,0.1835890410958904,0.6991027397260274,18.5036080736801,135.9805936073059,27.497294520547943,28.301712328767124,0.3010631278538813,165.50559360730594,67.02294520547945
194,2019,CAMIGUIN,4.0,18.0,0.2222222222222222,1,27.418858447488585,80.1593607305936,23.65203196347032,0.1357648401826484,1008.7772488584474,39.05742009132421,0.18867875460653177,0.7330525114155251,18.5036080736801,140.65399543378996,27.282785388127856,28.49267123287671,0.2468982876712329,175.32214611872146,65.0236301369863
195,2020,CAMIGUIN,3.63,18.04,0.2012195121951219,1,27.441621129326048,81.71482240437159,24.00792349726776,0.1881261384335154,1008.4431921675774,42.18852459016394,0.1805327868852459,0.6745434881602914,16.529098360655738,118.38228597449908,25.15004553734062,28.481853369763208,0.2637338342440801,167.06284153005464,66.44546903460838
196,2021,CAMIGUIN,3.77,18.03,0.209095951192457,1,27.391472602739725,81.85456621004566,23.97924657534247,0.3082990867579908,1007.8240296803652,47.77762557077626,0.1754155251141552,0.6715171232876712,16.447043378995435,131.61780821917807,25.369394977168948,28.01697488584475,0.360219406392694,155.44417808219177,68.42579908675799
197,2022,CAMIGUIN,0.0,18.03,0.0,1,27.329301868239924,82.07890855457227,23.974569813176007,0.2729351032448378,1007.6586897738446,48.74889380530973,0.1725024582104228,0.6581637168141593,16.563667649950837,115.16629793510324,24.72777777777777,27.77745821042281,0.3803549655850541,150.11602753195675,71.59734513274336
198,1990,LANAO DEL NORTE,54.11,265.0,0.204188679245283,1,23.819132420091325,82.2236301369863,20.33568493150685,0.2917465753424657,937.5941438356164,53.4365296803653,0.1574908675799086,0.5863561643835616,4.934303652968037,182.71712328767123,19.000148401826483,25.012614155251143,0.3425082191780821,153.15536529680367,67.78493150684932
199,1991,LANAO DEL NORTE,40.01,200.0,0.2000499999999999,1,23.68248858447489,82.36438356164383,20.26082191780822,0.2620433789954338,937.7877168949772,53.90707762557078,0.156736301369863,0.571068493150685,4.94675799086758,178.05102739726027,18.51930365296804,24.82562785388128,0.3584567351598173,150.5035388127854,71.28664383561645
200,1992,LANAO DEL NORTE,39.47,200.0,0.19735,1,23.78053278688525,80.96436703096539,20.00159380692168,0.257035519125683,938.0700819672132,51.35917577413479,0.1597791438979963,0.6294592440801458,4.719911202185792,178.1531193078324,18.22840391621129,25.09093806921676,0.3202387295081967,151.4106329690346,72.31079234972678
201,1993,LANAO DEL NORTE,39.64,200.0,0.1982,1,23.4741095890411,84.32020547945206,20.49624429223744,0.3303538812785388,937.8952283105024,57.09200913242009,0.1527945205479452,0.4985867579908675,4.326392694063927,184.5922374429224,16.502043378995435,24.65361872146119,0.3829742009132419,146.37865296803653,70.99840182648401
202,1994,LANAO DEL NORTE,37.97,190.0,0.1998421052631578,1,23.39030821917808,84.27294520547945,20.392568493150684,0.2996461187214612,937.6804680365298,57.54041095890411,0.150796803652968,0.5003093607305936,4.902945205479452,185.6626712328767,18.51329908675799,24.544212328767124,0.3736510273972602,145.3203196347032,69.84691780821917
203,1995,LANAO DEL NORTE,38.44,190.0,0.2023157894736842,1,23.707739726027395,83.58493150684932,20.534406392694063,0.346324200913242,937.5064497716896,58.2925799086758,0.1537671232876712,0.5347682648401826,4.277751141552511,166.48230593607306,17.026084474885845,24.886952054794524,0.3735495433789954,147.25456621004565,69.40650684931506
204,1996,LANAO DEL NORTE,75.34,188.0,0.4007446808510638,51,23.33959471766849,86.01411657559198,20.72453324225865,0.4072062841530054,936.8890938069216,62.13205828779599,0.1458549635701275,0.4398451730418943,4.370696721311475,181.03062386156648,15.732547814207653,24.58197859744991,0.4020137750455373,136.24510473588342,72.08173952641165
205,1997,LANAO DEL NORTE,60.2,188.0,0.3202127659574468,1,23.456472602739726,84.36735159817351,20.508744292237445,0.2839155251141552,938.4834817351598,57.05616438356165,0.1542191780821918,0.4946381278538812,4.627614155251142,181.0052511415525,17.11412100456621,24.64093607305936,0.3853356164383562,153.2417808219178,66.76803652968036
206,1998,LANAO DEL NORTE,59.14,188.0,0.3145744680851063,1,24.621038812785383,78.32442922374429,20.131655251141552,0.2556506849315068,938.2556849315068,49.26347031963471,0.169695205479452,0.7636484018264841,4.530228310502284,152.54714611872146,18.29302511415525,26.15695205479452,0.3066160958904109,164.40079908675798,65.69223744292238
207,1999,LANAO DEL NORTE,136.49,200.0,0.68245,1,23.068789954337905,87.57945205479452,20.7807191780822,0.4079337899543379,936.7840753424656,63.07602739726028,0.1419760273972602,0.3835616438356164,4.1721232876712335,169.4538812785388,16.723276255707763,24.47656392694064,0.4082909817351598,130.59383561643835,73.63310502283105
208,2000,LANAO DEL NORTE,137.6,283.0,0.4862190812720848,1,23.16347905282332,87.1245446265938,20.78703324225865,0.3872153916211293,936.6358151183972,59.87033242258652,0.1432991803278688,0.399308970856102,4.338535974499089,176.4216757741348,17.101525500910746,24.465744535519125,0.4037674180327869,131.4487704918033,74.23076047358835
209,2001,LANAO DEL NORTE,144.87,283.0,0.5119081272084806,1,23.32990867579909,86.31917808219178,20.782990867579908,0.3706050228310502,936.9650114155252,60.01392694063927,0.1453127853881278,0.4286712328767123,4.646130136986301,182.0961187214612,17.75107305936073,24.5474200913242,0.4039841324200913,135.6079908675799,72.8167808219178
210,2002,LANAO DEL NORTE,148.67,360.0,0.4129722222222222,1,23.623698630136985,83.71267123287672,20.51461187214612,0.3105479452054794,937.7292694063927,55.60719178082192,0.1534828767123287,0.5235296803652968,4.867534246575342,180.66940639269407,18.138196347031965,24.69358447488584,0.3840342465753424,151.11723744292237,66.68002283105022
211,2003,LANAO DEL NORTE,146.7,355.0,0.4132394366197183,1,23.577214611872144,84.85114155251142,20.70743150684932,0.385445205479452,937.6218493150684,62.076141552511416,0.1457431506849315,0.4838641552511415,4.566369863013699,185.19657534246576,17.488550228310505,24.718687214611872,0.3912203196347032,134.28493150684932,71.75034246575342
212,2004,LANAO DEL NORTE,146.12,355.0,0.4116056338028169,1,23.55985883424408,85.08811475409836,20.757912112932605,0.3240209471766848,937.4646516393444,60.21573315118397,0.149011839708561,0.4746960382513661,4.795582877959927,193.11042805100183,17.82922358834244,24.71475409836065,0.3919971539162112,143.36054189435336,69.67520491803279
213,2005,LANAO DEL NORTE,216.41,810.0,0.2671728395061728,1,23.685981735159817,84.23698630136987,20.66882420091324,0.3784018264840182,937.7103995433788,60.92557077625571,0.148181506849315,0.5096552511415525,4.231301369863013,182.96369863013692,16.650502283105023,24.84681506849315,0.3784934931506849,138.31883561643835,70.5060502283105
214,2006,LANAO DEL NORTE,213.31,810.0,0.2633456790123457,1,23.53569634703197,84.70764840182649,20.645867579908675,0.334486301369863,937.4874429223744,57.90091324200913,0.1487020547945205,0.4877899543378995,4.839554794520548,181.71449771689493,18.4861301369863,24.57404109589041,0.3948022831050228,141.58858447488583,70.03618721461187
215,2007,LANAO DEL NORTE,226.55,810.0,0.2796913580246913,1,23.66049086757991,84.5818493150685,20.735,0.3812100456621005,937.0235159817352,60.16803652968037,0.1469486301369863,0.4951929223744292,4.4006849315068495,177.0146118721461,17.513801369863014,24.76585616438356,0.3919151826484018,135.44452054794522,71.92009132420091
216,2008,LANAO DEL NORTE,224.0,802.0,0.2793017456359102,1,23.38979963570128,85.52493169398907,20.674419398907105,0.3815573770491803,936.9311589253188,60.494990892531874,0.1465505464480874,0.4567953096539162,4.312226775956284,171.24988615664844,16.708025956284153,24.52990664845173,0.4060306238615664,137.07115209471766,71.4610655737705
217,2009,LANAO DEL NORTE,229.4,802.0,0.2860349127182044,1,23.472956621004567,86.2568493150685,20.916906392694063,0.427865296803653,936.985388127854,60.728881278538815,0.1432853881278538,0.4333778538812785,4.803150684931507,192.91598173515985,18.337054794520547,24.60818493150685,0.403012100456621,132.9577625570776,71.48938356164383
218,2010,LANAO DEL NORTE,223.6,802.0,0.2788029925187032,1,24.221301369863014,81.80764840182648,20.682248858447487,0.2945091324200913,937.44401826484,55.771004566210046,0.1581735159817351,0.6070821917808219,4.062477168949772,149.25205479452055,16.837134703196345,25.26208904109589,0.3672623287671233,152.17705479452056,67.44509132420092
219,2011,LANAO DEL NORTE,213.38,802.0,0.2660598503740648,2,23.3031392694064,87.37054794520547,20.98059360730593,0.4235045662100457,936.667785388128,65.0791095890411,0.1373755707762557,0.3926175799086758,4.16670091324201,188.4027397260274,16.879326484018264,24.508561643835616,0.4125545662100456,120.13767123287673,75.99018264840183
220,2012,LANAO DEL NORTE,202.0,802.0,0.2518703241895262,1,23.37251821493625,86.04496812386157,20.77801684881603,0.4259107468123861,937.0355646630236,60.23053278688525,0.143087431693989,0.4372677595628415,4.813763661202185,178.68533697632057,18.742987249544623,24.51524362477232,0.4049957877959927,132.2255236794171,72.09448998178506
221,2013,LANAO DEL NORTE,194.96,802.0,0.2430922693266833,1,23.42801369863013,86.71940639269407,20.95920091324201,0.4503652968036529,937.13,63.39486301369863,0.140560502283105,0.4194520547945206,4.353938356164384,174.06050228310502,17.291735159817353,24.608812785388128,0.4075091324200913,128.8027397260274,71.17888127853881
222,2014,LANAO DEL NORTE,204.2,810.0,0.2520987654320987,1,23.443664383561643,86.67545662100457,20.967534246575344,0.415,937.4249200913242,64.17945205479452,0.1402134703196347,0.4198082191780822,4.337808219178082,195.15091324200912,16.937020547945203,24.61913242009133,0.4062263698630137,127.44554794520548,72.33881278538813
223,2015,LANAO DEL NORTE,202.45,815.0,0.2484049079754601,1,23.70196347031964,84.37260273972603,20.720947488584475,0.3777511415525114,938.2725,58.57066210045662,0.149912100456621,0.5043961187214612,4.550924657534247,184.6359589041096,17.880616438356167,24.84610730593608,0.3804974885844748,146.19771689497716,66.3829908675799
224,2016,LANAO DEL NORTE,222.75,850.0,0.2620588235294118,1,24.39544626593807,81.89367030965391,20.807741347905285,0.3687044626593806,937.9808970856102,57.20298269581056,0.1553847905282331,0.6189344262295082,4.385815118397086,178.2172131147541,17.893932149362477,25.55379098360656,0.3487137978142076,145.09471766848816,69.80373406193078
225,2017,LANAO DEL NORTE,233.2,850.0,0.2743529411764706,1,23.61138127853881,87.30285388127854,21.267933789954338,0.4479680365296803,937.3314155251142,64.14691780821917,0.1383287671232876,0.4014155251141552,4.326700913242009,182.0399543378996,17.077488584474885,24.83168949771689,0.4103456621004566,122.54018264840182,74.11929223744292
226,2018,LANAO DEL NORTE,240.25,882.0,0.2723922902494331,1,23.850890410958904,84.72659817351598,20.97140410958904,0.3375456621004566,937.3526255707762,57.09383561643836,0.1517568493150685,0.4942465753424658,4.679828767123288,195.82648401826484,17.636940639269408,25.003481735159816,0.3954844748858447,145.89303652968036,69.31929223744292
227,2019,LANAO DEL NORTE,258.12,885.0,0.2916610169491525,1,23.976883561643834,82.8574200913242,20.670296803652967,0.3020205479452054,938.1580821917807,55.83150684931507,0.1545388127853881,0.5615045662100456,4.756141552511416,193.01872146118723,17.756792237442923,25.02913242009133,0.3823842465753425,148.29874429223744,68.1810502283105
228,2020,LANAO DEL NORTE,270.0,890.0,0.3033707865168539,1,24.149726775956285,83.57445355191257,20.96848816029144,0.3780623861566484,937.8238046448088,57.16051912568306,0.151113387978142,0.5481170309653915,4.105726320582877,175.59403460837888,16.621983151183972,25.327242714025505,0.3685013661202186,142.04462659380692,68.40994990892531
229,2021,LANAO DEL NORTE,280.05,890.0,0.3146629213483146,1,23.65901826484018,86.46232876712328,21.1437100456621,0.4244063926940639,937.3363812785389,61.73299086757991,0.1429817351598173,0.4303207762557078,4.249760273972603,183.11780821917807,16.652831050228308,24.870890410958904,0.4052296803652968,131.31061643835616,71.66974885844749
230,2022,LANAO DEL NORTE,0.0,900.0,0.0,51,23.665449852507376,86.20452310717798,21.095366273353,0.4621312684365782,937.1469395280236,62.92563913470993,0.1425110619469026,0.4384955752212389,4.326192232055064,178.8083824975418,15.55529744346116,24.8382005899705,0.4084508357915437,126.95833333333331,74.94174041297936
231,1990,MISAMIS OCCIDENTAL,10.3,116.0,0.0887931034482758,1,22.871860730593607,86.00251141552512,20.2578196347032,0.2619977168949771,923.8442465753424,59.73801369863013,0.1495125570776255,0.4259931506849315,6.730810502283105,127.94303652968036,22.10843607305936,24.394337899543377,0.4015955479452054,146.42431506849314,70.8406392694064
232,1991,MISAMIS OCCIDENTAL,7.39,116.0,0.0637068965517241,1,22.763036529680367,86.32888127853882,20.243949771689497,0.2067579908675799,924.0190753424656,60.8398401826484,0.1495981735159817,0.4082317351598173,6.655730593607306,129.6519406392694,21.462009132420093,24.196495433789952,0.3958601598173516,143.5953196347032,74.962899543379
233,1992,MISAMIS OCCIDENTAL,7.12,116.0,0.0613793103448275,1,22.802493169398907,84.51821493624772,19.876616575591985,0.2239071038251366,924.2903119307832,55.638319672131146,0.1524442167577413,0.470757058287796,6.072632058287796,135.3433515482696,20.33554189435337,24.45396174863388,0.3894313524590164,145.36054189435336,74.5957422586521
234,1993,MISAMIS OCCIDENTAL,10.97,115.0,0.0953913043478261,1,22.588116438356163,87.3337899543379,20.27405251141553,0.2854908675799087,924.100205479452,60.443949771689496,0.1453333333333333,0.3748675799086758,5.741255707762558,140.24691780821917,19.203036529680364,23.938698630136987,0.4417997716894977,137.2950913242009,75.4958904109589
235,1994,MISAMIS OCCIDENTAL,10.97,115.0,0.0953913043478261,1,22.520913242009133,88.03047945205479,20.34196347031964,0.2772374429223744,923.8757420091324,63.06586757990868,0.1430479452054794,0.3524965753424657,6.244760273972602,137.4482876712329,21.140570776255707,23.85678082191781,0.4412017123287671,137.20673515981736,73.52671232876712
236,1995,MISAMIS OCCIDENTAL,9.97,114.0,0.0874561403508772,1,22.754554794520548,87.65502283105023,20.501164383561644,0.341541095890411,923.7262785388128,64.14315068493151,0.1432534246575342,0.3684623287671233,5.569166666666667,137.0478310502283,18.882214611872147,24.151244292237443,0.4355808219178082,134.50536529680366,73.73002283105023
237,1996,MISAMIS OCCIDENTAL,9.87,114.0,0.086578947368421,51,22.53534836065574,88.56352459016394,20.466564207650272,0.4075250455373406,923.1221083788706,67.85735428051002,0.1364219034608378,0.335853825136612,6.092133424408015,139.77720856102005,19.398702185792352,23.833435792349725,0.4571411657559198,122.44307832422588,77.16222677595628
238,1997,MISAMIS OCCIDENTAL,8.95,114.0,0.0785087719298245,1,22.538253424657533,87.11723744292237,20.18052511415525,0.2572488584474885,924.687294520548,60.36392694063927,0.1477283105022831,0.3802716894977169,6.343162100456621,135.72899543378995,20.85033105022831,23.86163242009132,0.4327457762557077,145.76712328767124,71.08550228310503
239,1998,MISAMIS OCCIDENTAL,7.69,100.0,0.0769,1,23.448789954337897,83.76723744292238,20.32787671232877,0.3334931506849315,924.4276141552511,54.31472602739726,0.1574326484018264,0.516404109589041,4.940308219178082,150.69189497716894,17.34890410958904,25.19859589041096,0.4023146118721461,152.20456621004567,69.76575342465753
240,1999,MISAMIS OCCIDENTAL,5.45,100.0,0.0545,51,22.45704337899544,88.97191780821917,20.467568493150683,0.4765182648401826,922.977694063927,67.77260273972603,0.1323561643835616,0.3229178082191781,5.423915525114155,155.54463470319635,18.917876712328766,23.791666666666668,0.4691037671232876,114.93584474885844,77.64235159817352
241,2000,MISAMIS OCCIDENTAL,6.34,97.0,0.065360824742268,1,22.619000455373406,88.38035063752277,20.5126252276867,0.4437272313296903,922.8503870673952,64.0790072859745,0.1358481329690346,0.3436577868852459,5.238410746812386,159.58811475409837,18.492452185792352,23.88897996357013,0.4589872495446266,119.94535519125684,77.21459471766849
242,2001,MISAMIS OCCIDENTAL,5.34,97.0,0.0550515463917525,1,22.64538812785388,88.30205479452054,20.524452054794523,0.3252397260273972,923.1623401826484,64.19931506849315,0.1377534246575342,0.3462853881278538,5.974497716894977,150.9076484018265,20.25482876712329,23.946666666666665,0.4586631278538813,124.92385844748858,76.04783105022831
243,2002,MISAMIS OCCIDENTAL,4.16,97.0,0.0428865979381443,1,22.66426940639269,87.32420091324201,20.34942922374429,0.2629337899543379,923.9530821917808,60.63824200913242,0.1449075342465753,0.375972602739726,6.563664383561644,131.0255707762557,21.466769406392693,23.92934931506849,0.4318157534246575,142.41552511415526,70.16130136986301
244,2003,MISAMIS OCCIDENTAL,3.55,97.0,0.0365979381443298,51,22.681746575342466,87.2816210045662,20.3501598173516,0.301689497716895,923.8777739726028,66.4216894977169,0.1390719178082191,0.378865296803653,6.598630136986301,129.71723744292237,21.56,24.084269406392696,0.4225046803652968,128.19075342465754,74.41723744292237
245,2004,MISAMIS OCCIDENTAL,3.13,90.0,0.0347777777777777,1,22.737704918032787,87.33276411657559,20.420935792349727,0.2623747723132968,923.686691712204,63.34164389799636,0.1432069672131147,0.3784164389799636,6.519182604735883,133.9971539162113,21.37438524590164,24.04460382513661,0.4209567395264116,136.17634335154827,73.42634335154827
246,2005,MISAMIS OCCIDENTAL,3.02,70.0,0.0431428571428571,1,22.78332191780822,86.60045662100457,20.30640410958904,0.3449200913242009,923.9402168949772,62.833333333333336,0.1423470319634703,0.4026552511415525,5.792922374429224,136.41050228310502,19.783150684931503,24.251198630136987,0.4222422374429224,132.37465753424658,72.96324200913241
247,2006,MISAMIS OCCIDENTAL,2.92,70.0,0.0417142857142857,1,22.7479794520548,87.59075342465754,20.48414383561644,0.3059360730593607,923.6781050228312,61.52465753424657,0.1410410958904109,0.3703207762557078,5.854726027397261,142.82945205479453,19.986860730593605,24.007625570776256,0.4323384703196347,131.95228310502284,73.40068493150685
248,2007,MISAMIS OCCIDENTAL,2.77,67.0,0.0413432835820895,1,22.77422374429224,87.85593607305935,20.55969178082192,0.3665296803652968,923.220205479452,63.91712328767123,0.1383219178082191,0.3627248858447488,5.882454337899544,138.93892694063928,19.98964611872146,24.10065068493151,0.4377371004566209,126.20513698630135,74.48710045662101
249,2008,MISAMIS OCCIDENTAL,2.9,37.0,0.0783783783783783,1,22.612363387978142,88.48258196721312,20.52408925318761,0.4247267759562841,923.093670309654,64.52163023679417,0.136837431693989,0.34095514571949,5.2132058287796,157.99203096539162,18.229143897996355,23.894512750455373,0.4660931238615665,123.0403005464481,75.58447176684882
250,2009,MISAMIS OCCIDENTAL,3.16,37.0,0.0854054054054054,1,22.67961187214612,88.66221461187214,20.62820776255708,0.3580479452054794,923.184611872146,63.07123287671233,0.1368664383561643,0.336148401826484,6.426392694063926,143.88013698630138,21.83707762557077,23.92093607305936,0.455075799086758,125.87043378995432,74.66552511415524
251,2010,MISAMIS OCCIDENTAL,3.75,37.0,0.1013513513513513,1,23.16458904109589,86.84474885844749,20.7375,0.3912214611872146,923.6462557077626,61.52431506849315,0.1455490867579908,0.4041198630136986,5.120479452054795,133.0090182648402,17.663196347031963,24.56769406392694,0.4300575342465753,135.48584474885843,72.89052511415525
252,2011,MISAMIS OCCIDENTAL,4.24,37.0,0.1145945945945946,51,22.579406392694064,89.3115296803653,20.65480593607306,0.4416666666666666,922.8431506849316,68.62602739726027,0.1292682648401826,0.3144543378995433,5.959052511415526,149.84417808219175,20.12381278538813,23.78898401826484,0.470648401826484,108.9785388127854,79.25
253,2012,MISAMIS OCCIDENTAL,4.9,37.0,0.1324324324324324,1,22.66954690346084,88.49886156648452,20.58892304189436,0.3916780510018215,923.1898565573772,64.25102459016394,0.1362875683060109,0.3400204918032787,5.924464936247723,150.04474043715848,20.590482695810564,23.927766393442624,0.4602620673952641,123.2660519125683,75.55066029143897
254,2013,MISAMIS OCCIDENTAL,6.19,37.0,0.1672972972972973,51,22.781689497716897,88.45799086757991,20.68646118721461,0.4059360730593607,923.3338470319636,66.78641552511415,0.1342545662100456,0.3448196347031963,5.763721461187214,146.66655251141552,19.56224885844749,24.013641552511416,0.4606123287671232,119.95388127853882,74.56506849315069
255,2014,MISAMIS OCCIDENTAL,7.63,37.0,0.2062162162162162,1,22.597602739726028,88.20673515981736,20.457488584474888,0.3807648401826484,923.6757534246576,65.03755707762556,0.1338424657534246,0.3475285388127854,6.4387100456621,139.15456621004566,21.4772602739726,23.807454337899543,0.4540950913242009,119.04657534246576,75.99908675799087
256,2015,MISAMIS OCCIDENTAL,8.92,37.0,0.2410810810810811,1,22.87638127853881,86.05034246575343,20.28654109589041,0.2533447488584475,924.5002283105024,59.92979452054794,0.1453458904109589,0.4209874429223744,6.527751141552511,131.43995433789954,21.55680365296804,24.23303652968037,0.4175176940639269,141.0439497716895,69.74178082191781
257,2016,MISAMIS OCCIDENTAL,8.9,37.0,0.2405405405405405,1,23.380362021857923,85.62067395264117,20.681420765027323,0.3252504553734062,924.1906306921676,59.02538706739527,0.1479280510018215,0.4504701730418943,5.579382969034609,142.44968123861565,19.19306693989071,24.86986566484517,0.4099968123861566,137.62693533697632,72.8690801457195
258,2017,MISAMIS OCCIDENTAL,9.25,39.0,0.2371794871794871,1,22.915273972602737,88.55844748858448,20.84439497716895,0.4477283105022831,923.5604452054796,66.03401826484018,0.13212100456621,0.3421575342465753,5.671118721461188,147.5275114155251,19.54768264840183,24.15304794520548,0.4631431506849315,113.33938356164384,77.47522831050229
259,2018,MISAMIS OCCIDENTAL,11.65,50.0,0.233,1,22.9778196347032,87.3804794520548,20.672134703196345,0.2870319634703196,923.5705479452056,58.7472602739726,0.144425799086758,0.3805787671232876,6.225502283105023,138.49543378995435,20.76843607305936,24.281335616438355,0.4450897260273972,137.812899543379,72.67945205479452
260,2019,MISAMIS OCCIDENTAL,14.7,77.0,0.1909090909090909,1,23.036621004566207,85.25993150684931,20.287100456621005,0.2411986301369863,924.3920433789954,57.2851598173516,0.1483025114155251,0.4482305936073059,6.453961187214611,136.43230593607305,21.17735159817352,24.41223744292237,0.419946803652968,141.6474885844749,72.23744292237443
261,2020,MISAMIS OCCIDENTAL,17.5,80.0,0.21875,1,23.229109744990893,86.15664845173042,20.635348360655737,0.371379781420765,924.0552709471768,60.01707650273224,0.1435484972677595,0.4299464936247723,5.53851320582878,134.6934198542805,18.85839025500911,24.662978142076504,0.4261845400728598,131.48907103825135,72.80646630236794
262,2021,MISAMIS OCCIDENTAL,20.55,80.0,0.256875,1,22.87714611872146,88.49486301369863,20.79271689497717,0.4324200913242009,923.5240525114156,63.91312785388128,0.1349052511415525,0.3444292237442922,5.732922374429224,145.31095890410958,19.325696347031965,24.130947488584475,0.4635656392694064,119.39840182648402,75.88744292237443
263,2022,MISAMIS OCCIDENTAL,0.0,87.0,0.0,51,22.83939282202556,88.64712389380531,20.78113323500492,0.5208087512291052,923.3241642084564,65.57141101278269,0.1330125368731563,0.3395489183874139,5.415572763028515,143.81907571288102,17.270636676499507,24.05667404129793,0.4633035889872173,113.2085791543756,78.65228613569322
264,1990,MISAMIS ORIENTAL,761.18,1159.0,0.6567558239861949,1,27.516084474885844,85.52248858447489,24.79353881278539,0.1941894977168949,1009.6648515981736,53.884360730593606,0.1613493150684931,0.5607739726027398,5.961084474885845,175.7681506849315,15.760262557077624,27.259817351598173,0.3415200913242009,153.51004566210045,67.86723744292237
