,weathercode (wmo code),temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),Yield (mt/ha)
82,1.0,27.038812785388128,82.66278538812786,23.79124429223744,0.7409995262908574
83,1.0,27.14412100456621,82.02477168949771,23.75554794520548,0.7324390243902439
84,1.0,26.920081967213115,82.75739981785064,23.6932718579235,0.7539024390243902
85,1.0,27.11626712328767,82.55114155251141,23.843002283105022,0.7370731707317073
86,1.0,27.453025114155253,81.34680365296803,23.912305936073057,0.7367073170731707
87,51.0,26.92126712328767,83.29155251141553,23.80543378995434,0.6591463414634146
88,1.0,27.03795537340619,82.79656193078324,23.818203551912568,0.8160810810810811
89,1.0,27.137796803652968,82.40559360730593,23.83165525114155,1.0878
90,1.0,27.11482876712329,81.43801369863014,23.60228310502283,1.0142
91,1.0,27.215216894977168,81.06038812785388,23.614794520547942,0.8735483870967742
92,1.0,27.651354735883423,81.19774590163935,24.071379781420767,0.8604838709677419
93,1.0,27.25759132420092,82.57340182648402,23.984132420091324,0.8420967741935484
94,1.0,27.44720319634704,81.38447488584475,23.921666666666667,0.8475806451612903
95,1.0,27.444520547945206,80.6013698630137,23.742956621004566,0.8447619047619047
96,1.0,27.70502049180328,80.53620218579235,23.985382513661204,0.87890625
97,1.0,27.550490867579907,81.36929223744292,24.02618721461187,0.80796875
98,51.0,27.49686578171092,81.41752704031465,23.978343166175023,0.0
99,1.0,27.2032191780822,82.83413242009132,23.96122146118721,0.7
100,1.0,27.142853881278537,82.5263698630137,23.850536529680365,0.65
101,1.0,27.12871129326048,81.95002276867031,23.70733151183971,0.7000000000000001
102,1.0,26.95961187214612,83.2337899543379,23.81672374429224,0.65
103,1.0,26.947888127853883,83.65650684931506,23.89601598173516,0.699787226856699
104,51.0,26.96829908675799,83.98949771689497,23.98417808219178,0.75
105,51.0,26.821152094717668,84.27128870673953,23.89689207650273,0.8602530155928214
106,1.0,27.051666666666662,82.32842465753424,23.721598173515986,0.9
107,1.0,27.523378995433788,82.23915525114155,24.14070776255708,0.85
108,51.0,26.745673515981736,84.75319634703196,23.924246575342465,0.7
109,51.0,26.87482923497268,84.58765938069217,24.01961520947177,0.7
110,51.0,26.934497716894978,84.50753424657535,24.0629794520548,0.8
111,1.0,27.19656392694064,82.34760273972603,23.86871004566209,1.446375
112,1.0,27.062933789954336,83.08550228310503,23.88576484018265,1.19125
113,1.0,27.071095173041893,83.4509335154827,23.97241575591985,1.228235294117647
114,1.0,27.082134703196346,83.23230593607306,23.93434931506849,1.7228571428571429
115,1.0,27.05719178082192,84.00890410958904,24.080091324200914,1.708157894736842
116,51.0,27.045251141552512,84.05776255707762,24.074452054794524,1.4223684210526315
117,51.0,26.805088797814207,84.86999089253187,24.00706967213115,1.391315789473684
118,1.0,27.09654109589041,84.42933789954338,24.20267123287671,1.5261764705882352
119,51.0,27.39474885844749,83.23458904109589,24.23964611872146,1.5
120,51.0,26.840730593607304,85.27579908675798,24.126438356164385,1.2597058823529412
121,51.0,26.97964480874317,84.67292805100182,24.13941256830601,0.8538235294117648
122,51.0,27.047557077625573,84.54406392694064,24.175262557077623,0.9625
123,1.0,27.068778538812783,83.53230593607306,23.98485159817352,1.145
124,1.0,27.274714611872145,82.3802511415525,23.94391552511416,0.8028571428571428
125,1.0,27.61937613843352,83.0620446265938,24.41626821493625,0.7910714285714285
126,51.0,27.188230593607305,84.51563926940639,24.308858447488586,0.7760714285714286
127,1.0,27.38996575342465,83.52591324200914,24.30219178082192,0.7333333333333333
128,1.0,27.574680365296803,81.6337899543379,24.081780821917807,0.6029411764705882
129,1.0,27.639731329690346,82.26923952641165,24.275774134790527,0.6070588235294118
130,1.0,27.37638127853881,83.64383561643835,24.31410958904109,0.6797222222222222
131,51.0,27.32878564405113,83.62008357915438,24.26289331366765,0.0
132,3.0,20.01473744292237,85.54874429223744,17.304440639269405,0.4541460163111669
133,3.0,19.774006849315068,86.64600456621005,17.31747716894977,0.4532504705144291
134,1.0,19.859369307832424,84.34164389799636,16.883071493624772,0.4297413522012579
135,3.0,19.608504566210044,88.12705479452055,17.445171232876714,0.4207534408179316
136,3.0,19.633561643835616,87.63550228310503,17.380262557077625,0.42
137,3.0,19.81591324200913,88.125,17.642990867579908,0.4180601668492458
138,3.0,19.63584927140255,89.39332877959927,17.73237704918033,0.4160723017813482
139,3.0,19.55811643835617,88.45456621004566,17.469303652968037,0.4
140,3.0,20.62836757990868,82.82602739726028,17.249954337899545,0.400189723320158
141,3.0,19.513036529680367,90.01004566210045,17.727659817351597,0.4011620553359683
142,3.0,19.55051229508197,89.50398451730419,17.671516393442623,0.4015248133509003
143,3.0,19.61414383561644,89.28915525114155,17.69470319634703,0.4386
144,3.0,19.72910958904109,87.81803652968037,17.50986301369863,0.4577857142857143
145,3.0,19.706860730593608,88.96335616438355,17.716141552511417,0.44656
146,3.0,19.76668943533698,88.41746357012751,17.67337204007286,0.4457561904761904
147,3.0,19.743013698630136,88.53801369863014,17.66320776255708,0.4467712918660287
148,3.0,19.74388127853881,88.49383561643836,17.665867579908674,0.4726507177033492
149,3.0,19.813344748858448,88.96586757990868,17.81861872146119,0.4741626794258373
150,3.0,19.60704690346084,89.33822859744991,17.69219034608379,0.4665071770334928
151,3.0,19.76704337899543,88.93778538812785,17.778093607305937,0.4473684210526316
152,3.0,20.140525114155253,87.83287671232877,17.909851598173514,0.5122222222222222
153,3.0,19.69001141552512,90.3675799086758,17.979920091324203,0.505
154,3.0,19.78864981785064,88.90107012750455,17.798554189435336,0.4366666666666666
155,3.0,19.88075342465753,89.47283105022831,17.987899543378994,0.4522222222222222
156,3.0,19.70656392694064,89.91974885844749,17.89829908675799,0.4652222222222222
157,3.0,19.93384703196347,88.08253424657535,17.76304794520548,0.4681111111111111
158,3.0,20.50957422586521,86.23007741347905,17.917042349726774,0.4863333333333333
159,3.0,20.014942922374427,90.1464611872146,18.25738584474886,0.4978888888888889
160,3.0,20.004600456621,88.17659817351598,17.860707762557077,0.5086444444444445
161,3.0,20.13434931506849,86.63561643835617,17.668333333333333,0.5193777777777777
162,3.0,20.542896174863387,87.46789617486338,18.216791894353367,0.4917517491491752
163,3.0,20.17981735159817,89.66301369863014,18.32805936073059,0.5597080373001777
164,51.0,20.15556784660767,89.97123893805309,18.368780727630284,0.0
165,1.0,27.005993150684933,82.18219178082192,23.67134703196347,2.148085106382979
166,1.0,26.997819634703195,81.37134703196347,23.497682648401828,1.8130708661417323
167,1.0,27.04976092896175,80.22654826958106,23.309915755919853,1.7611199999999998
168,1.0,27.02349315068493,81.5466894977169,23.56076484018265,1.6081666666666663
169,1.0,26.9779794520548,81.83915525114155,23.575936073059363,1.00768
170,1.0,27.02695205479452,82.15821917808219,23.69485159817352,1.3932496075353218
171,1.0,26.94023224043716,82.49112021857924,23.66999089253188,2.31127331862763
172,1.0,26.951038812785388,81.23641552511415,23.42720319634703,2.03221586263287
173,1.0,27.54590182648402,80.3541095890411,23.82687214611872,2.026181818181818
174,1.0,27.0698401826484,81.77191780821917,23.651244292237443,1.7375510204081632
175,1.0,27.19030054644809,81.55851548269581,23.72241575591985,1.2419565217391304
176,1.0,27.166050228310503,81.8708904109589,23.770821917808217,1.4706666666666666
177,1.0,27.01891552511416,81.67203196347032,23.57880136986301,0.83725
178,1.0,26.92020547945205,82.57716894977169,23.671780821917807,0.821388888888889
179,1.0,27.06268214936248,82.36760018214936,23.76827185792349,0.8152941176470588
180,1.0,27.062488584474885,81.7898401826484,23.65146118721461,0.6990243902439024
181,1.0,27.24109589041096,81.51449771689498,23.76952054794521,0.6419178082191781
182,1.0,27.262865296803653,81.38424657534246,23.76275114155252,0.63375
183,1.0,27.118715846994533,81.82081056466302,23.71326275045537,0.6006451612903226
184,1.0,27.209897260273973,81.79646118721462,23.792477168949773,0.5331034482758621
185,1.0,27.465228310502283,81.34383561643835,23.955776255707764,0.4865384615384615
186,1.0,27.03809360730594,82.80456621004566,23.836826484018264,0.4264
187,1.0,27.238479052823315,81.43214936247723,23.749521857923497,0.3752173913043478
188,1.0,27.24283105022831,81.89006849315068,23.842979452054795,0.3622222222222222
189,1.0,27.008858447488585,82.32454337899543,23.70236301369863,0.3336363636363636
190,1.0,27.11259132420092,81.63162100456621,23.668458904109592,0.3247058823529412
191,1.0,27.549066484517304,81.65482695810564,24.095241347905283,0.2395238095238095
192,1.0,27.318789954337905,82.77705479452055,24.10510273972603,0.2336585365853658
193,1.0,27.484474885844747,81.18116438356165,23.932397260273973,0.2278947368421052
194,1.0,27.418858447488585,80.1593607305936,23.65203196347032,0.2222222222222222
195,1.0,27.441621129326048,81.71482240437159,24.00792349726776,0.2012195121951219
196,1.0,27.391472602739725,81.85456621004566,23.97924657534247,0.209095951192457
197,1.0,27.329301868239924,82.07890855457227,23.974569813176007,0.0
198,1.0,23.819132420091325,82.2236301369863,20.33568493150685,0.204188679245283
199,1.0,23.68248858447489,82.36438356164383,20.26082191780822,0.2000499999999999
200,1.0,23.78053278688525,80.96436703096539,20.00159380692168,0.19735
201,1.0,23.4741095890411,84.32020547945206,20.49624429223744,0.1982
202,1.0,23.39030821917808,84.27294520547945,20.392568493150684,0.1998421052631578
203,1.0,23.707739726027395,83.58493150684932,20.534406392694063,0.2023157894736842
204,51.0,23.33959471766849,86.01411657559198,20.72453324225865,0.4007446808510638
205,1.0,23.456472602739726,84.36735159817351,20.508744292237445,0.3202127659574468
206,1.0,24.621038812785383,78.32442922374429,20.131655251141552,0.3145744680851063
207,1.0,23.068789954337905,87.57945205479452,20.7807191780822,0.68245
208,1.0,23.16347905282332,87.1245446265938,20.78703324225865,0.4862190812720848
209,1.0,23.32990867579909,86.31917808219178,20.782990867579908,0.5119081272084806
210,1.0,23.623698630136985,83.71267123287672,20.51461187214612,0.4129722222222222
211,1.0,23.577214611872144,84.85114155251142,20.70743150684932,0.4132394366197183
212,1.0,23.55985883424408,85.08811475409836,20.757912112932605,0.4116056338028169
213,1.0,23.685981735159817,84.23698630136987,20.66882420091324,0.2671728395061728
214,1.0,23.53569634703197,84.70764840182649,20.645867579908675,0.2633456790123457
215,1.0,23.66049086757991,84.5818493150685,20.735,0.2796913580246913
216,1.0,23.38979963570128,85.52493169398907,20.674419398907105,0.2793017456359102
217,1.0,23.472956621004567,86.2568493150685,20.916906392694063,0.2860349127182044
218,1.0,24.221301369863014,81.80764840182648,20.682248858447487,0.2788029925187032
219,2.0,23.3031392694064,87.37054794520547,20.98059360730593,0.2660598503740648
220,1.0,23.37251821493625,86.04496812386157,20.77801684881603,0.2518703241895262
221,1.0,23.42801369863013,86.71940639269407,20.95920091324201,0.2430922693266833
222,1.0,23.443664383561643,86.67545662100457,20.967534246575344,0.2520987654320987
223,1.0,23.70196347031964,84.37260273972603,20.720947488584475,0.2484049079754601
224,1.0,24.39544626593807,81.89367030965391,20.807741347905285,0.2620588235294118
225,1.0,23.61138127853881,87.30285388127854,21.267933789954338,0.2743529411764706
226,1.0,23.850890410958904,84.72659817351598,20.97140410958904,0.2723922902494331
227,1.0,23.976883561643834,82.8574200913242,20.670296803652967,0.2916610169491525
228,1.0,24.149726775956285,83.57445355191257,20.96848816029144,0.3033707865168539
229,1.0,23.65901826484018,86.46232876712328,21.1437100456621,0.3146629213483146
230,51.0,23.665449852507376,86.20452310717798,21.095366273353,0.0
231,1.0,22.871860730593607,86.00251141552512,20.2578196347032,0.0887931034482758
232,1.0,22.763036529680367,86.32888127853882,20.243949771689497,0.0637068965517241
233,1.0,22.802493169398907,84.51821493624772,19.876616575591985,0.0613793103448275
234,1.0,22.588116438356163,87.3337899543379,20.27405251141553,0.0953913043478261
235,1.0,22.520913242009133,88.03047945205479,20.34196347031964,0.0953913043478261
236,1.0,22.754554794520548,87.65502283105023,20.501164383561644,0.0874561403508772
237,51.0,22.53534836065574,88.56352459016394,20.466564207650272,0.086578947368421
238,1.0,22.538253424657533,87.11723744292237,20.18052511415525,0.0785087719298245
239,1.0,23.448789954337897,83.76723744292238,20.32787671232877,0.0769
240,51.0,22.45704337899544,88.97191780821917,20.467568493150683,0.0545
241,1.0,22.619000455373406,88.38035063752277,20.5126252276867,0.065360824742268
242,1.0,22.64538812785388,88.30205479452054,20.524452054794523,0.0550515463917525
243,1.0,22.66426940639269,87.32420091324201,20.34942922374429,0.0428865979381443
244,51.0,22.681746575342466,87.2816210045662,20.3501598173516,0.0365979381443298
245,1.0,22.737704918032787,87.33276411657559,20.420935792349727,0.0347777777777777
246,1.0,22.78332191780822,86.60045662100457,20.30640410958904,0.0431428571428571
247,1.0,22.7479794520548,87.59075342465754,20.48414383561644,0.0417142857142857
248,1.0,22.77422374429224,87.85593607305935,20.55969178082192,0.0413432835820895
249,1.0,22.612363387978142,88.48258196721312,20.52408925318761,0.0783783783783783
250,1.0,22.67961187214612,88.66221461187214,20.62820776255708,0.0854054054054054
251,1.0,23.16458904109589,86.84474885844749,20.7375,0.1013513513513513
252,51.0,22.579406392694064,89.3115296803653,20.65480593607306,0.1145945945945946
253,1.0,22.66954690346084,88.49886156648452,20.58892304189436,0.1324324324324324
254,51.0,22.781689497716897,88.45799086757991,20.68646118721461,0.1672972972972973
255,1.0,22.597602739726028,88.20673515981736,20.457488584474888,0.2062162162162162
256,1.0,22.87638127853881,86.05034246575343,20.28654109589041,0.2410810810810811
257,1.0,23.380362021857923,85.62067395264117,20.681420765027323,0.2405405405405405
258,1.0,22.915273972602737,88.55844748858448,20.84439497716895,0.2371794871794871
259,1.0,22.9778196347032,87.3804794520548,20.672134703196345,0.233
260,1.0,23.036621004566207,85.25993150684931,20.287100456621005,0.1909090909090909
261,1.0,23.229109744990893,86.15664845173042,20.635348360655737,0.21875
262,1.0,22.87714611872146,88.49486301369863,20.79271689497717,0.256875
263,51.0,22.83939282202556,88.64712389380531,20.78113323500492,0.0
264,1.0,27.516084474885844,85.52248858447489,24.79353881278539,0.6567558239861949
265,1.0,27.522671232876714,85.80810502283104,24.86140410958904,0.8209490940465919
266,1.0,27.50800318761384,84.65232240437159,24.608526867030964,0.821025886864813
267,1.0,27.42964611872146,86.00308219178082,24.816746575342467,0.8216417910447762
268,1.0,27.45160958904109,85.9296803652968,24.80857305936073,0.7394669509594882
269,1.0,27.235285388127856,86.98755707762557,24.83020547945205,0.8213947368421053
270,51.0,27.194558287795992,86.8690801457195,24.758333333333336,0.8214035087719299
271,1.0,27.23754566210045,85.66609589041096,24.54712328767123,0.7385380116959065
272,1.0,27.851358447488582,84.85079908675799,24.979326484018262,0.8214024390243903
273,1.0,27.252340182648403,86.45296803652968,24.73493150684932,0.8213846153846153
274,1.0,27.47366803278689,86.21459471766849,24.90239071038252,0.8213846153846153
275,1.0,27.655502283105022,85.76963470319635,24.995376712328767,0.8101288659793814
276,1.0,27.703310502283102,85.83470319634704,25.049326484018263,0.8267435897435897
277,51.0,27.60066210045662,86.7189497716895,25.12599315068493,0.8794102564102565
278,1.0,27.76443533697632,86.23201275045537,25.18941256830601,0.8192820512820512
279,1.0,27.80389269406393,85.92465753424658,25.17777397260274,0.787948717948718
280,1.0,28.05517123287671,85.01301369863013,25.238344748858445,0.7793076923076924
281,1.0,28.029257990867578,85.24554794520547,25.2606392694064,0.7976756756756757
282,1.0,27.904098360655738,85.26593806921676,25.147836976320583,0.8064102564102564
283,1.0,28.064200913242008,84.67351598173516,25.171061643835618,0.8822820512820512
284,1.0,28.125776255707763,86.04383561643836,25.52641552511416,0.9333333333333332
285,1.0,27.980182648401826,85.55114155251141,25.27595890410959,0.8979746835443038
286,1.0,28.0708674863388,85.19193989071039,25.291211293260474,0.5966386554621849
287,1.0,28.166050228310503,85.55993150684931,25.457534246575342,0.6362016806722689
288,1.0,27.953904109589043,85.56518264840183,25.248299086757992,0.6163712374581939
289,1.0,28.258504566210046,83.74691780821918,25.166792237442923,0.6185483870967742
290,1.0,28.487750455373405,84.12295081967213,25.475648907103825,0.6270096463022508
291,1.0,28.18958904109589,85.37739726027397,25.446278538812784,0.65
292,1.0,28.284908675799084,83.82043378995434,25.20981735159817,0.6457936507936508
293,1.0,28.314566210045665,82.47283105022831,24.93090182648402,0.6537301587301587
294,1.0,28.236122495446267,84.73941256830601,25.36395719489981,0.6572380952380953
295,1.0,28.30625570776256,84.09828767123288,25.28336757990868,0.6545555555555556
296,51.0,28.321226647000984,84.47295968534907,25.387868731563422,0.0
297,1.0,23.510228310502285,85.78356164383561,20.8088698630137,0.0
298,1.0,23.38151826484018,86.05171232876712,20.746164383561645,0.0
299,1.0,23.44855418943533,84.5959699453552,20.49050546448088,0.0
300,1.0,23.219817351598174,87.26769406392694,20.83172374429224,0.0
301,1.0,23.41865296803653,85.83675799086758,20.72922374429224,0.0
302,1.0,23.14667808219178,88.5865296803653,21.031038812785383,0.0
303,51.0,23.16124772313297,88.5846994535519,21.03986794171221,0.0
304,1.0,23.2687899543379,86.71449771689498,20.76267123287672,0.0
305,51.0,23.598059360730595,86.73744292237443,21.06431506849315,0.0
306,1.0,22.97171232876713,89.66244292237442,21.066940639269404,0.9671274467159634
307,1.0,23.109448998178507,89.11293260473589,21.093647540983607,1.1295854077253218
308,1.0,23.377602739726026,87.7033105022831,21.08349315068493,1.2327512864493997
309,1.0,23.37062785388128,86.72111872146118,20.87527397260273,1.1545608919382504
310,1.0,23.30664383561644,87.625799086758,20.99271689497717,1.1311166941003206
311,1.0,23.590528233151183,86.21140710382514,20.9933970856102,0.9890532441587768
312,1.0,23.37062785388128,87.43150684931507,21.015662100456623,1.018990860624524
313,1.0,23.473116438356165,86.98824200913242,21.03982876712329,1.040053979782118
314,1.0,23.40259132420092,87.87271689497717,21.135650684931505,0.9951479230999104
315,51.0,23.13932149362477,88.93602003642987,21.089321493624773,1.0038997908158185
316,1.0,23.65189497716895,86.55228310502284,21.116940639269405,1.008201016037454
317,51.0,23.42005707762557,88.65479452054795,21.30779680365297,0.9976487562189056
318,1.0,23.2637899543379,88.95867579908676,21.224121004566207,0.851908
319,1.0,23.4251024590164,87.72848360655738,21.136737249544627,0.7529879396984924
320,1.0,23.40807077625571,88.38116438356164,21.24689497716895,0.2507559098405717
321,1.0,23.44977168949772,87.84726027397261,21.18222602739726,0.184055571147909
322,1.0,23.514280821917808,86.76506849315068,21.02980593607306,0.2725109649122807
323,1.0,23.88998178506376,86.84995446265938,21.401263661202183,0.2737268466860075
324,51.0,23.516792237442925,89.25696347031963,21.534965753424657,0.2625480543834974
325,1.0,23.955251141552512,85.6222602739726,21.21638127853881,0.2721353313041442
326,1.0,23.785216894977168,85.50502283105023,21.02126712328767,0.2732357761648326
327,51.0,23.699237249544627,88.52037795992715,21.560872040072866,0.2677077967689066
328,1.0,23.703778538812784,88.41506849315068,21.54511415525114,0.2369187543900726
329,51.0,23.48884703196347,89.21084474885845,21.498824200913244,0.0
330,1.0,22.906632420091324,84.18070776255708,19.868972602739728,0.9542565146579804
331,1.0,22.71692922374429,84.70650684931506,19.821780821917805,0.9768324649951156
332,1.0,22.97044626593807,81.62659380692168,19.345582877959927,0.9763924153645832
333,1.0,22.66591324200913,85.45422374429224,19.924600456621004,0.9631919044135576
334,1.0,22.625148401826483,85.36107305936073,19.862968036529683,1.03343567251462
335,1.0,22.75172374429224,85.96107305936073,20.109360730593608,1.043720139282533
336,51.0,22.619524134790527,86.62408925318762,20.1254553734062,1.0183319831497084
337,1.0,22.67570776255708,85.04737442922375,19.859235159817352,0.968072733098366
338,1.0,23.47119863013699,82.0667808219178,19.90148401826484,0.944891861582826
339,51.0,22.46632420091324,87.55445205479452,20.15962328767123,0.9875702479338844
340,51.0,22.514207650273224,87.57274590163935,20.21308060109289,1.0879802955665026
341,1.0,22.678424657534247,86.67922374429224,20.198938356164383,1.0701610305958134
342,1.0,22.77509132420091,85.08036529680365,19.960890410958903,1.044944
343,51.0,22.766792237442925,86.06221461187215,20.16062785388128,1.0840350877192984
344,1.0,22.910530510018216,85.0561247723133,20.09961293260473,1.0777129337539433
345,1.0,22.933687214611872,84.6892694063927,20.02259132420092,1.0651282051282052
346,1.0,22.79641552511416,85.86769406392695,20.151929223744293,1.045718954248366
347,1.0,22.875034246575343,85.79714611872146,20.20441780821918,1.0473745819397997
348,51.0,22.620457650273224,86.88991347905282,20.18469945355191,1.0406292517006803
349,1.0,22.82312785388128,86.2574200913242,20.25941780821918,1.0253424657534245
350,1.0,23.125262557077622,85.15342465753425,20.3139497716895,1.036310344827586
351,51.0,22.635502283105023,87.6810502283105,20.366038812785387,1.0402218430034131
352,51.0,22.688695355191257,86.88000910746813,20.25900500910747,1.0381725888324873
353,51.0,22.78934931506849,87.01894977168949,20.377100456621005,1.0085953177257525
354,51.0,22.84704337899544,86.1654109589041,20.26228310502283,0.9617924528301888
355,1.0,22.927100456621005,84.99783105022831,20.08171232876712,0.9668118195956452
356,1.0,23.485029599271403,83.69649362477232,20.32386156648452,0.9654896142433236
357,51.0,22.9988698630137,87.13595890410959,20.620353881278536,0.9621726618705037
358,1.0,23.192214611872146,84.56575342465753,20.27196347031964,0.9626609442060086
359,1.0,23.167648401826483,83.52865296803652,20.020342465753423,0.9979224976195286
360,1.0,23.46459471766849,83.92133424408014,20.370628415300548,0.979304347826087
361,1.0,23.07934931506849,86.34155251141553,20.537454337899543,0.9492375366568916
362,51.0,22.969257990867582,86.76061643835617,20.51852739726027,0.0
363,1.0,24.820136986301367,82.80936073059361,21.41049086757991,1.4149492242595203
