,weathercode (wmo code),rain (mm),windspeed_10m (km/h),Yield (mt/ha)
167,1.0,0.1003870673952641,18.5036080736801,1.7611199999999998
168,1.0,0.2044406392694064,17.56678082191781,1.6081666666666663
169,1.0,0.1876027397260274,18.5036080736801,1.00768
170,1.0,0.1902853881278539,17.017077625570778,1.3932496075353218
171,1.0,0.2577641165755919,17.509688069216757,2.31127331862763
172,1.0,0.1415753424657534,18.06352739726028,2.03221586263287
173,1.0,0.1046461187214611,17.314623287671232,2.026181818181818
174,1.0,0.2583561643835616,16.600365296803655,1.7375510204081632
175,1.0,0.2290642076502732,16.42707194899818,1.2419565217391304
176,1.0,0.2356164383561644,17.913858447488582,1.4706666666666666
177,1.0,0.1840525114155251,18.5036080736801,0.83725
178,1.0,0.2439383561643835,18.49433789954338,0.821388888888889
179,1.0,0.166905737704918,18.147222222222226,0.8152941176470588
180,1.0,0.211107305936073,17.322648401826484,0.6990243902439024
181,1.0,0.1778196347031963,18.5036080736801,0.6419178082191781
182,1.0,0.1993036529680365,17.47574200913242,0.63375
183,1.0,0.2227459016393442,16.35013661202186,0.6006451612903226
184,1.0,0.2476940639269406,18.5036080736801,0.5331034482758621
185,1.0,0.1670890410958904,16.20107305936073,0.4865384615384615
186,1.0,0.293162100456621,17.668139269406392,0.4264
187,1.0,0.1546903460837887,18.5036080736801,0.3752173913043478
188,1.0,0.2272146118721461,17.70813926940639,0.3622222222222222
189,1.0,0.4038356164383561,17.773641552511418,0.3336363636363636
190,1.0,0.1852168949771689,18.07304794520548,0.3247058823529412
191,1.0,0.1684312386156648,17.96322859744991,0.2395238095238095
192,1.0,0.2805365296803653,16.796974885844747,0.2336585365853658
193,1.0,0.1889497716894977,18.5036080736801,0.2278947368421052
194,1.0,0.1357648401826484,18.5036080736801,0.2222222222222222
195,1.0,0.1881261384335154,16.529098360655738,0.2012195121951219
196,1.0,0.3082990867579908,16.447043378995435,0.209095951192457
197,1.0,0.2729351032448378,16.563667649950837,0.0
198,1.0,0.2917465753424657,4.934303652968037,0.204188679245283
199,1.0,0.2620433789954338,4.94675799086758,0.2000499999999999
200,1.0,0.257035519125683,4.719911202185792,0.19735
201,1.0,0.3303538812785388,4.326392694063927,0.1982
202,1.0,0.2996461187214612,4.902945205479452,0.1998421052631578
203,1.0,0.346324200913242,4.277751141552511,0.2023157894736842
204,51.0,0.4072062841530054,4.370696721311475,0.4007446808510638
205,1.0,0.2839155251141552,4.627614155251142,0.3202127659574468
206,1.0,0.2556506849315068,4.530228310502284,0.3145744680851063
207,1.0,0.4079337899543379,4.1721232876712335,0.68245
208,1.0,0.3872153916211293,4.338535974499089,0.4862190812720848
209,1.0,0.3706050228310502,4.646130136986301,0.5119081272084806
210,1.0,0.3105479452054794,4.867534246575342,0.4129722222222222
211,1.0,0.385445205479452,4.566369863013699,0.4132394366197183
212,1.0,0.3240209471766848,4.795582877959927,0.4116056338028169
213,1.0,0.3784018264840182,4.231301369863013,0.2671728395061728
214,1.0,0.334486301369863,4.839554794520548,0.2633456790123457
215,1.0,0.3812100456621005,4.4006849315068495,0.2796913580246913
216,1.0,0.3815573770491803,4.312226775956284,0.2793017456359102
217,1.0,0.427865296803653,4.803150684931507,0.2860349127182044
218,1.0,0.2945091324200913,4.062477168949772,0.2788029925187032
219,2.0,0.4235045662100457,4.16670091324201,0.2660598503740648
220,1.0,0.4259107468123861,4.813763661202185,0.2518703241895262
221,1.0,0.4503652968036529,4.353938356164384,0.2430922693266833
222,1.0,0.415,4.337808219178082,0.2520987654320987
223,1.0,0.3777511415525114,4.550924657534247,0.2484049079754601
224,1.0,0.3687044626593806,4.385815118397086,0.2620588235294118
225,1.0,0.4479680365296803,4.326700913242009,0.2743529411764706
226,1.0,0.3375456621004566,4.679828767123288,0.2723922902494331
227,1.0,0.3020205479452054,4.756141552511416,0.2916610169491525
228,1.0,0.3780623861566484,4.105726320582877,0.3033707865168539
229,1.0,0.4244063926940639,4.249760273972603,0.3146629213483146
230,51.0,0.4621312684365782,4.326192232055064,0.0
231,1.0,0.2619977168949771,6.730810502283105,0.0887931034482758
232,1.0,0.2067579908675799,6.655730593607306,0.0637068965517241
233,1.0,0.2239071038251366,6.072632058287796,0.0613793103448275
234,1.0,0.2854908675799087,5.741255707762558,0.0953913043478261
235,1.0,0.2772374429223744,6.244760273972602,0.0953913043478261
236,1.0,0.341541095890411,5.569166666666667,0.0874561403508772
237,51.0,0.4075250455373406,6.092133424408015,0.086578947368421
238,1.0,0.2572488584474885,6.343162100456621,0.0785087719298245
239,1.0,0.3334931506849315,4.940308219178082,0.0769
240,51.0,0.4765182648401826,5.423915525114155,0.0545
241,1.0,0.4437272313296903,5.238410746812386,0.065360824742268
242,1.0,0.3252397260273972,5.974497716894977,0.0550515463917525
243,1.0,0.2629337899543379,6.563664383561644,0.0428865979381443
244,51.0,0.301689497716895,6.598630136986301,0.0365979381443298
245,1.0,0.2623747723132968,6.519182604735883,0.0347777777777777
246,1.0,0.3449200913242009,5.792922374429224,0.0431428571428571
247,1.0,0.3059360730593607,5.854726027397261,0.0417142857142857
248,1.0,0.3665296803652968,5.882454337899544,0.0413432835820895
249,1.0,0.4247267759562841,5.2132058287796,0.0783783783783783
250,1.0,0.3580479452054794,6.426392694063926,0.0854054054054054
251,1.0,0.3912214611872146,5.120479452054795,0.1013513513513513
252,51.0,0.4416666666666666,5.959052511415526,0.1145945945945946
253,1.0,0.3916780510018215,5.924464936247723,0.1324324324324324
254,51.0,0.4059360730593607,5.763721461187214,0.1672972972972973
255,1.0,0.3807648401826484,6.4387100456621,0.2062162162162162
256,1.0,0.2533447488584475,6.527751141552511,0.2410810810810811
257,1.0,0.3252504553734062,5.579382969034609,0.2405405405405405
258,1.0,0.4477283105022831,5.671118721461188,0.2371794871794871
259,1.0,0.2870319634703196,6.225502283105023,0.233
260,1.0,0.2411986301369863,6.453961187214611,0.1909090909090909
261,1.0,0.371379781420765,5.53851320582878,0.21875
262,1.0,0.4324200913242009,5.732922374429224,0.256875
263,51.0,0.5208087512291052,5.415572763028515,0.0
264,1.0,0.1941894977168949,5.961084474885845,0.6567558239861949
265,1.0,0.1490296803652968,6.06884703196347,0.8209490940465919
266,1.0,0.1570469034608378,5.591951275045537,0.821025886864813
267,1.0,0.2279908675799087,5.170662100456621,0.8216417910447762
268,1.0,0.2004223744292237,5.680285388127854,0.7394669509594882
269,1.0,0.2825114155251141,5.04953196347032,0.8213947368421053
270,51.0,0.3354166666666667,5.612864298724955,0.8214035087719299
271,1.0,0.2043949771689497,5.795799086757991,0.7385380116959065
272,1.0,0.2161986301369863,4.889406392694063,0.8214024390243903
273,1.0,0.3577511415525114,5.001769406392694,0.8213846153846153
274,1.0,0.302037795992714,4.808504098360656,0.8213846153846153
275,1.0,0.2301712328767123,5.3701484018264845,0.8101288659793814
276,1.0,0.1953767123287671,5.9370662100456615,0.8267435897435897
277,51.0,0.25662100456621,5.899646118721462,0.8794102564102565
278,1.0,0.1885359744990892,5.856785063752277,0.8192820512820512
279,1.0,0.2392123287671232,5.205388127853881,0.787948717948718
280,1.0,0.2023858447488584,5.382066210045663,0.7793076923076924
281,1.0,0.2476141552511415,5.238059360730594,0.7976756756756757
282,1.0,0.2929986338797814,4.831215846994536,0.8064102564102564
283,1.0,0.3027625570776255,5.940479452054794,0.8822820512820512
284,1.0,0.3019406392694064,4.664041095890411,0.9333333333333332
285,1.0,0.3406278538812785,5.42777397260274,0.8979746835443038
286,1.0,0.2721880692167577,5.4775956284153,0.5966386554621849
287,1.0,0.3015867579908676,5.319303652968037,0.6362016806722689
288,1.0,0.3157762557077625,5.848824200913242,0.6163712374581939
289,1.0,0.1869063926940639,5.997945205479452,0.6185483870967742
290,1.0,0.2176457194899818,5.185371129326048,0.6270096463022508
291,1.0,0.3539611872146118,5.261118721461187,0.65
292,1.0,0.2090068493150685,5.571643835616438,0.6457936507936508
293,1.0,0.1678652968036529,5.95912100456621,0.6537301587301587
294,1.0,0.3232012750455373,4.958720400728597,0.6572380952380953
295,1.0,0.3439954337899543,5.2690753424657535,0.6545555555555556
296,51.0,0.3617994100294985,4.916814159292035,0.0
297,1.0,0.3614269406392694,4.310388127853881,0.0
298,1.0,0.4069863013698629,4.205616438356164,0.0
299,1.0,0.3782445355191257,3.936976320582878,0.0
300,1.0,0.4840867579908676,3.998504566210046,0.0
301,1.0,0.3773173515981735,3.9689726027397256,0.0
302,1.0,0.5729109589041096,3.985639269406392,0.0
303,51.0,0.628620218579235,4.051764571948998,0.0
304,1.0,0.4704109589041096,4.168641552511416,0.0
305,51.0,0.6298173515981735,3.633538812785388,0.0
306,1.0,0.6402651706953,3.7475913242009136,0.9671274467159634
307,1.0,0.6402651706953,3.72662795992714,1.1295854077253218
308,1.0,0.5047374429223744,3.9947831050228313,1.2327512864493997
309,1.0,0.4110958904109589,4.104543378995434,1.1545608919382504
310,1.0,0.5427397260273972,4.198527397260274,1.1311166941003206
311,1.0,0.4371470856102004,4.063046448087432,0.9890532441587768
312,1.0,0.58162100456621,4.113550228310502,1.018990860624524
313,1.0,0.5153310502283105,3.780433789954338,1.040053979782118
314,1.0,0.5875114155251142,3.983915525114155,0.9951479230999104
315,51.0,0.6402651706953,3.709767759562841,1.0038997908158185
316,1.0,0.563093607305936,3.960764840182649,1.008201016037454
317,51.0,0.6402651706953,3.669885844748858,0.9976487562189056
318,1.0,0.6296689497716894,3.945422374429224,0.851908
319,1.0,0.6139685792349727,3.8079348816029146,0.7529879396984924
320,1.0,0.6402651706953,3.825684931506849,0.2507559098405717
321,1.0,0.5353082191780822,4.47453196347032,0.184055571147909
322,1.0,0.4491780821917808,4.486426940639269,0.2725109649122807
323,1.0,0.5751821493624771,3.843488160291439,0.2737268466860075
324,51.0,0.6402651706953,4.072054794520548,0.2625480543834974
325,1.0,0.4468835616438356,4.144246575342466,0.2721353313041442
326,1.0,0.4503310502283105,4.48162100456621,0.2732357761648326
327,51.0,0.63158014571949,3.9519581056466304,0.2677077967689066
328,1.0,0.6402651706953,3.864029680365297,0.2369187543900726
329,51.0,0.6402651706953,4.000490867579909,0.0
330,1.0,0.2975570776255707,5.007180365296803,0.9542565146579804
331,1.0,0.2770776255707762,4.98115296803653,0.9768324649951156
332,1.0,0.2518442622950819,4.947506830601093,0.9763924153645832
333,1.0,0.3506164383561644,4.268858447488584,0.9631919044135576
334,1.0,0.2908561643835616,4.74412100456621,1.03343567251462
335,1.0,0.3783219178082191,4.30716894977169,1.043720139282533
336,51.0,0.4106898907103825,4.21844262295082,1.0183319831497084
337,1.0,0.3415867579908676,4.311678082191781,0.968072733098366
338,1.0,0.2989497716894977,4.799303652968037,0.944891861582826
339,51.0,0.451175799086758,3.848972602739726,0.9875702479338844
340,51.0,0.41150956284153,3.982695810564663,1.0879802955665026
341,1.0,0.3502283105022831,4.31162100456621,1.0701610305958134
342,1.0,0.2924543378995434,4.72675799086758,1.044944
343,51.0,0.3830479452054794,4.507694063926941,1.0840350877192984
344,1.0,0.2996812386156648,4.60622723132969,1.0777129337539433
345,1.0,0.3373515981735159,4.319999999999999,1.0651282051282052
346,1.0,0.3389155251141552,4.554520547945205,1.045718954248366
347,1.0,0.3917123287671233,4.407625570776256,1.0473745819397997
348,51.0,0.4182718579234972,3.926502732240437,1.0406292517006803
349,1.0,0.4098059360730594,4.4362899543379,1.0253424657534245
350,1.0,0.3557534246575342,4.2747031963470326,1.036310344827586
351,51.0,0.4490867579908675,3.92810502283105,1.0402218430034131
352,51.0,0.4014913479052823,4.495890255009107,1.0381725888324873
353,51.0,0.4323972602739726,4.313219178082192,1.0085953177257525
354,51.0,0.4198173515981735,4.194417808219178,0.9617924528301888
355,1.0,0.3179794520547945,4.668002283105023,0.9668118195956452
356,1.0,0.3629667577413479,4.696596083788707,0.9654896142433236
357,51.0,0.5215753424657534,4.068207762557078,0.9621726618705037
358,1.0,0.3226712328767123,4.461084474885845,0.9626609442060086
359,1.0,0.3217922374429224,4.708732876712329,0.9979224976195286
360,1.0,0.3769808743169399,4.3367258652094725,0.979304347826087
361,1.0,0.4981164383561643,4.017956621004567,0.9492375366568916
362,51.0,0.4810502283105022,4.133926940639269,0.0
363,1.0,0.2100228310502283,6.345730593607306,1.4149492242595203
364,1.0,0.1692123287671232,6.23148401826484,1.355104667609618
365,1.0,0.1896516393442623,6.19148451730419,1.3750285714285717
366,1.0,0.2595776255707763,5.877990867579908,1.3027064150943397
367,1.0,0.1973059360730593,5.801906392694064,1.3636405228758168
368,1.0,0.2293264840182648,6.062271689497717,1.5146625
369,51.0,0.2523907103825136,5.782786885245901,1.274814453125
370,1.0,0.224634703196347,5.999269406392694,1.313643923240938
371,1.0,0.1388356164383561,6.156244292237442,1.2510876777251183
372,1.0,0.2683333333333333,5.2775,1.2670815789473684
373,1.0,0.2646516393442623,5.31707650273224,0.8557102069950037
374,1.0,0.2228424657534246,5.58560502283105,1.004171052631579
375,1.0,0.2013812785388127,6.032374429223744,1.159934595524957
376,1.0,0.2468036529680365,6.0063584474885845,1.1381411359724614
377,1.0,0.1577527322404371,5.728335610200364,1.1069638554216867
378,1.0,0.2167465753424657,5.916917808219178,1.1035972461273666
379,1.0,0.2059360730593607,5.681655251141553,1.0625576592082615
380,1.0,0.251175799086758,5.825513698630137,1.0535121951219513
381,1.0,0.2469148451730419,5.373611111111112,1.024047619047619
382,1.0,0.2948972602739726,5.25170091324201,1.0279726890756302
383,1.0,0.1658675799086758,6.036792237442922,0.9328606442577032
384,1.0,0.2964840182648401,5.342568493150685,0.9399964985994398
385,1.0,0.2578438069216758,5.497313296903461,0.9445413165266108
386,1.0,0.2429680365296803,5.570091324200913,0.9480497198879552
387,1.0,0.2886529680365297,5.594132420091324,0.9776899171270718
388,1.0,0.204783105022831,6.319634703196347,1.0103487569060772
389,1.0,0.211577868852459,5.825580601092897,0.9838121546961326
390,1.0,0.304634703196347,5.622591324200913,0.943639502762431
391,1.0,0.1991894977168949,5.655958904109589,0.96486701208981
392,1.0,0.2292009132420091,6.241118721461187,0.9591013928410964
393,1.0,0.2270036429872495,6.077026411657559,1.078835578094642
394,1.0,0.3139269406392694,5.334098173515981,1.1503869331840486
395,51.0,0.2669520547945205,5.684931506849315,0.0
396,1.0,0.1893150684931507,4.928961187214612,0.0
397,1.0,0.1711415525114155,5.083926940639269,0.0
398,1.0,0.1847449908925318,5.053620218579235,0.0
399,1.0,0.2389954337899543,4.235125570776256,0.0
400,1.0,0.2079566210045662,4.73966894977169,0.0
401,1.0,0.2693721461187214,4.536780821917808,0.0
402,51.0,0.3167008196721311,4.241871584699453,0.0
403,2.0,0.1940525114155251,4.572739726027397,0.0
404,1.0,0.2584246575342466,5.193070776255708,0.0
405,3.0,0.3790753424657534,4.086038812785388,0.0
406,3.0,0.3197518214936247,4.147199453551913,0.0
407,2.0,0.2807191780821917,4.364646118721462,0.0
408,1.0,0.208013698630137,4.710148401826484,0.0
409,2.0,0.2761872146118722,4.465011415525114,0.0
410,2.0,0.2098588342440801,4.454121129326047,0.0
411,1.0,0.256472602739726,4.3357534246575336,0.0
412,2.0,0.2438127853881278,4.487351598173516,0.0
413,2.0,0.2965867579908676,4.348253424657534,0.0
414,3.0,0.3421334244080146,4.082297358834245,0.0
415,1.0,0.2594977168949771,4.283778538812785,0.0
416,1.0,0.2667465753424657,4.384680365296804,0.0
417,3.0,0.3740068493150685,3.946906392694064,0.0
418,3.0,0.2955601092896174,4.581591530054644,0.0
419,2.0,0.3523972602739726,4.317682648401827,0.0
420,1.0,0.281324200913242,4.246004566210046,0.0
421,1.0,0.2107534246575342,4.817180365296804,0.0
422,1.0,0.3095969945355191,4.796573315118397,0.0
423,2.0,0.3585958904109589,4.111415525114155,0.0
424,1.0,0.2260958904109589,4.502328767123288,0.0
425,1.0,0.2144292237442922,4.972374429223744,0.9591025902508667
426,1.0,0.2986111111111111,4.472096994535519,1.0242344879545089
427,1.0,0.3421803652968037,3.892180365296804,1.037506726457399
428,51.0,0.3731278538812785,4.088139269406392,0.0
429,1.0,0.3317579908675799,6.002511415525114,1.0385890410958905
430,1.0,0.3181278538812785,6.066746575342465,1.037508327781479
431,1.0,0.3398451730418943,5.769911202185792,1.0571447631754505
432,1.0,0.3339383561643836,5.767579908675799,1.0372568745808182
433,1.0,0.3757077625570776,5.58439497716895,1.016857720836143
434,1.0,0.3430593607305935,5.69480593607306,1.0022925170068029
435,51.0,0.425523679417122,5.717953096539162,0.9303711201079622
436,1.0,0.3521689497716895,6.059406392694064,0.8689685197588747
437,1.0,0.2582648401826484,5.469646118721461,0.8715803631472764
438,1.0,0.426837899543379,5.10203196347032,0.8837408149632598
439,1.0,0.4158925318761384,5.060006830601092,0.8927043189368771
440,1.0,0.4388127853881278,5.350821917808219,0.907092105263158
441,1.0,0.3718264840182648,6.00662100456621,0.8977463863337712
442,1.0,0.4484246575342465,5.912054794520548,0.9019316688567676
443,1.0,0.3104508196721312,5.749533242258653,0.905
444,1.0,0.37324200913242,5.799600456621005,0.9072039473684212
445,1.0,0.3771803652968036,5.408892694063927,0.90657824933687
446,1.0,0.4032534246575342,5.523207762557078,0.8904856952761145
447,1.0,0.3487932604735884,5.094660746812386,0.8856053511705686
448,1.0,0.4946004566210045,5.23074200913242,0.8655585284280937
449,1.0,0.2763470319634703,5.584098173515981,0.8537123745819397
450,1.0,0.4766666666666667,5.347077625570776,0.8415080428954423
451,1.0,0.4160974499089253,5.406716757741347,0.8220864280891289
